instruction,response,output,prompt,history,summary,his_len,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"[PERSON]",[ORG] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?,"[ACRONYM], [ACRONYM] [ACRONYM].","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a suspicious odor on the [th] floor in the [###-###] hallway. The admin asks for clarification on the location and if anyone has reported the issue. The admin also asks for the name of the person reporting the issue. The admin then asks if the issue is related to [ACRONYM], [ACRONYM], [ACRONYM], [ACRONYM], and [ACRONYM]. The user responds with the name of their organization and their own name. The admin confirms that they will take care of the issue and asks the user to contact them if they have any further concerns. 
 User: There is a strong suspicious odor #th floor. ###-### Hallway
Dispatcher: [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]? 
 User: [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?
Dispatcher: [PERSON]? 
 User: [ACRONYM] [ACRONYM] [ACRONYM] SANF[ACRONYM]D [ACRONYM] MO[ACRONYM]E [ACRONYM]?
Dispatcher: [ORG] 
 User: [PERSON]
Dispatcher:","[['There is a strong suspicious odor #th floor. ###-### Hallway', '[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?'], ['[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]?', '[PERSON]?'], ['[ACRONYM] [ACRONYM] [ACRONYM] SANF[ACRONYM]D [ACRONYM] MO[ACRONYM]E [ACRONYM]?', '[ORG]']]","A user reports a suspicious odor on the [th] floor in the [###-###] hallway. The admin asks for clarification on the location and if anyone has reported the issue. The admin also asks for the name of the person reporting the issue. The admin then asks if the issue is related to [ACRONYM], [ACRONYM], [ACRONYM], [ACRONYM], and [ACRONYM]. The user responds with the name of their organization and their own name. The admin confirms that they will take care of the issue and asks the user to contact them if they have any further concerns.",8,1,3,,,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.67,33.33,33.33,0,0,0,200,0
I do not,"Ok we will send an officer to the room, thank you for using [ORG]. We really appreciate it.","An [ORG] is looking into this, thank you for using LiveSafe.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports underage drinking in a person's room at Ober location. The admin asks for the room number, but the user does not know it. The admin informs the user that an organization is looking into the situation and thanks them for using LiveSafe. The user mentions that the person's organization is friends with them. The admin clarifies that they contacted the organization on duty, not the person's floor organization. 
 User: Underage drinking in [PERSON] room in Ober
Dispatcher: Do you know the room number? 
 User: I do not
Dispatcher:","[['Underage drinking in [PERSON] room in Ober', 'Do you know the room number?']]","A user reports underage drinking in a person's room at Ober location. The admin asks for the room number, but the user does not know it. The admin informs the user that an organization is looking into the situation and thanks them for using LiveSafe. The user mentions that the person's organization is friends with them. The admin clarifies that they contacted the organization on duty, not the person's floor organization.",6,1,11,89.52,99,5.07,99,11,18.18,90.91,81.82,54.55,18.18,9.09,0,0,9.09,0,0,9.09,18.18,9.09,0,18.18,9.09,0,0,0,36.36,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,18.18,9.09,9.09,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,36.36,9.09,9.09,0,0,0,18.18,0
"[PERSON], a resident on the third floor of [FAC], has recently been drinking large amounts of alcohol and weed. It is getting to a point that is concerning. She will drink bottles of alcohol, get trashed, have fits of rage screaming at people like her RAs, RHCs, neighbors, and friends, then spends hours puking on the floor. Next, to calm herself down from her rage/anger with everyone else she will smoke weed until she practically doesn't know who anyone even is and is walking into the wrong bedrooms. She is constantly either drunk or high and she really needs help.",Thank you so much for reporting this information. Is [PERSON] currently displaying any of these behaviors or is it better to speak with [PERSON] in reference to this report?,Thank you for using Live Safe. Is she currently drunk or high? Or are you requesting a welfare check for her?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reports concerns about a resident, referred to as [PERSON], who lives on the third floor of [FAC]. [PERSON] has been drinking excessive amounts of alcohol and smoking weed, leading to fits of rage and vomiting. The user is unsure if [PERSON] is currently under the influence, but requests a welfare check or assistance for [PERSON]. The admin thanks the user for the report and assures them that it is anonymous. The user offers additional information about [PERSON]'s behavior and habits, including videos on Snapchat and a hidden dab pen. The admin thanks the user again and says they will have an officer speak with [PERSON]. 
 User: [PERSON], a resident on the third floor of [FAC], has recently been drinking large amounts of alcohol and weed. It is getting to a point that is concerning. She will drink bottles of alcohol, get trashed, have fits of rage screaming at people like her RAs, RHCs, neighbors, and friends, then spends hours puking on the floor. Next, to calm herself down from her rage/anger with everyone else she will smoke weed until she practically doesn't know who anyone even is and is walking into the wrong bedrooms. She is constantly either drunk or high and she really needs help.
Dispatcher:",[],"A user reports concerns about a resident, referred to as [PERSON], who lives on the third floor of [FAC]. [PERSON] has been drinking excessive amounts of alcohol and smoking weed, leading to fits of rage and vomiting. The user is unsure if [PERSON] is currently under the influence, but requests a welfare check or assistance for [PERSON]. The admin thanks the user for the report and assures them that it is anonymous. The user offers additional information about [PERSON]'s behavior and habits, including videos on Snapchat and a hidden dab pen. The admin thanks the user again and says they will have an officer speak with [PERSON].",9,1,21,18.12,99,24.32,99,7,14.29,100,80.95,57.14,19.05,19.05,0,0,9.52,9.52,0,0,9.52,4.76,0,9.52,9.52,4.76,9.52,0,23.81,9.52,0,4.76,0,0,4.76,14.29,0,14.29,0,4.76,0,9.52,0,9.52,0,9.52,9.52,0,0,0,0,0,0,0,0,28.57,9.52,4.76,9.52,0,0,4.76,19.05,0,0,9.52,0,4.76,4.76,0,0,0,0,0,0,0,0,9.52,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,4.76,0,14.29,14.29,4.76,0,9.52,0,0,0,4.76,0,14.29,0,0,0,0,0,0,14.29,4.76,0,9.52,0,0,0,0
Maybe ###? It is really hard to miss in the hallway,"###? Where do you stand exactly and which way do you look as you said you can#t miss it","Okay, i'll pass it along. Thanks","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports a strong smell of weed in a location associated with a person named Ryan. The admin thanks the user for the tip and says they will send someone to check it out. The user confirms that the smell is still strong and suggests a specific room. The admin says they will pass the information along and thanks the user. 
 User: Strong weed smell ryan # north
Dispatcher: Thank you for the tip! We will send somebody to check it out. 
 User: It is very strong and has not gone away
Dispatcher: The [ORG] has reported to me that he walked through that floor and did not find anything. Could you provide me with a specific room? 
 User: Maybe ###? It is really hard to miss in the hallway
Dispatcher:","[['Strong weed smell ryan # north', 'Thank you for the tip! We will send somebody to check it out.'], ['It is very strong and has not gone away', 'The [ORG] has reported to me that he walked through that floor and did not find anything. Could you provide me with a specific room?']]",A user reports a strong smell of weed in a location associated with a person named Ryan. The admin thanks the user for the tip and says they will send someone to check it out. The user confirms that the smell is still strong and suggests a specific room. The admin says they will pass the information along and thanks the user.,7,1,6,10.19,1,99,99,3,0,100,100,50,33.33,16.67,16.67,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,0,16.67,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,0,50,16.67,16.67,0,0,16.67,0,0
I do not know which of buses unfortunately.,"Can you give us a description of [PERSON]? What race is he, what height, what attire? and where exactly in the parking lot at [PERSON] do you see the buses?","do know his given name, not his [NORP] name by any chance?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports to an admin that someone named [PERSON] of [PERSON] has been drinking on campus and is currently at the party buses in [LOC] parking lot. The user does not know which bus the person will be on and does not know their given name, only their legal name [PERSON]. The admin asks for the user's current location and suggests meeting with an officer outside of lovernich commons. The user wants to remain anonymous and the admin thanks them for the notice and wishes them a good night. 
 User: [PERSON] of [PERSON] has been drinking on campus and is at the party buses in [PERSON] parking lot. He also has apple sauce pouches with alcohol in them.
Dispatcher: which bus is he gonna be on? 
 User: I do not know which of buses unfortunately.
Dispatcher:","[['[PERSON] of [PERSON] has been drinking on campus and is at the party buses in [PERSON] parking lot. He also has apple sauce pouches with alcohol in them.', 'which bus is he gonna be on?']]","A user reports to an admin that someone named [PERSON] of [PERSON] has been drinking on campus and is currently at the party buses in [LOC] parking lot. The user does not know which bus the person will be on and does not know their given name, only their legal name [PERSON]. The admin asks for the user's current location and suggests meeting with an officer outside of lovernich commons. The user wants to remain anonymous and the admin thanks them for the notice and wishes them a good night.",13,1,12,26.1,98.75,1,,12,0,91.67,66.67,50,16.67,16.67,0,0,0,16.67,0,0,25,0,0,8.33,8.33,0,0,8.33,25,0,0,0,0,0,0,33.33,0,33.33,8.33,0,0,16.67,0,8.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,33.33,0,8.33,8.33,0,0,16.67,0
She is still inebriated and a member of Housing,Ok we will investigate,Thank You for this notice. I will have an officer investigate,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user informs an admin that a member of an organization, [PERSON], is currently drinking off campus but will be returning to campus to board a bus for a formal event. The admin thanks the user for the notice and the user adds that [PERSON] is still inebriated and a member of Housing. The admin thanks the user again and says they will have an officer investigate. The user then informs the admin that they saw [PERSON] drinking at Chipotle and that [PERSON] is still drunk. The admin asks if [PERSON] is still at [ORG] or if they have already headed to campus. The user confirms that [PERSON] is on campus but they lost sight of [PERSON]. The admin thanks the user for the notice. 
 User: [PERSON], a member of [ORG] is drinking off campus but is returning to campus right now to board the bus to [ORG] formal.
Dispatcher: thank you for this notice 
 User: She is still inebriated and a member of Housing
Dispatcher:","[['[PERSON], a member of [ORG] is drinking off campus but is returning to campus right now to board the bus to [ORG] formal.', 'thank you for this notice']]","A user informs an admin that a member of an organization, [PERSON], is currently drinking off campus but will be returning to campus to board a bus for a formal event. The admin thanks the user for the notice and the user adds that [PERSON] is still inebriated and a member of Housing. The admin thanks the user again and says they will have an officer investigate. The user then informs the admin that they saw [PERSON] drinking at Chipotle and that [PERSON] is still drunk. The admin asks if [PERSON] is still at [ORG] or if they have already headed to campus. The user confirms that [PERSON] is on campus but they lost sight of [PERSON]. The admin thanks the user for the notice.",10,1,11,20.83,99,95.15,99,5.5,18.18,100,81.82,63.64,27.27,18.18,9.09,0,9.09,0,0,9.09,18.18,9.09,0,9.09,18.18,0,0,0,36.36,0,0,9.09,0,0,9.09,18.18,0,18.18,18.18,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,27.27,9.09,9.09,9.09,0,0,9.09,18.18,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
Someone told me there was a party I don’t know what number but I[ORG] wanek,Where at on the fourth floor do you know what number room? If you don’t know we can't dispatch an officer,which side,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user informs an admin that there may be a party with possible drugs and alcohol on the fourth floor of a building. The admin asks for the specific building and room number. The user is unsure of the room number but wants to report it to [ORG]. The admin asks which side of the building and the user confirms it is the bakery side. The admin thanks the user and says they will dispatch someone to investigate. The user also mentions that people are going on alcohol runs and after the room is searched, they plan on getting more alcohol. The user clarifies that this is happening on the third floor, bakery side. 
 User: Fourth floor party and alcohol possible drugs (dab pen and weed)
Dispatcher: #th floor of what building and do you have room number 
 User: Someone told me there was a party I don’t know what number but I[ORG] wanek
Dispatcher:","[['Fourth floor party and alcohol possible drugs (dab pen and weed)', '#th floor of what building and do you have room number']]","A user informs an admin that there may be a party with possible drugs and alcohol on the fourth floor of a building. The admin asks for the specific building and room number. The user is unsure of the room number but wants to report it to [ORG]. The admin asks which side of the building and the user confirms it is the bakery side. The admin thanks the user and says they will dispatch someone to investigate. The user also mentions that people are going on alcohol runs and after the room is searched, they plan on getting more alcohol. The user clarifies that this is happening on the third floor, bakery side.",12,1,2,1,1,99,,2,0,100,50,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sitting in a group of # or # on the far right of the top level,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM],"[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM], CORRECT?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports that there are students smoking weed on top of the south deck. The admin asks if there is a vehicle from a certain organization standing outside. The user confirms that the students are sitting in a group on the far right of the top level. The admin asks if the location is correct and the user confirms. The admin asks for more information and the user explains that they saw/heard/smelled the students when they were walking in from their car around a certain time. The admin thanks the user for the information and the user thanks the admin. 
 User: there are some students smoking weed on top of south deck
Dispatcher: [ACRONYM] [ACRONYM] [ACRONYM] A VEHICLE [ACRONYM] STAND[ACRONYM]G OUTSIDE? 
 User: sitting in a group of # or # on the far right of the top level
Dispatcher:","[['there are some students smoking weed on top of south deck', '[ACRONYM] [ACRONYM] [ACRONYM] A VEHICLE [ACRONYM] STAND[ACRONYM]G OUTSIDE?']]",A user reports that there are students smoking weed on top of the south deck. The admin asks if there is a vehicle from a certain organization standing outside. The user confirms that the students are sitting in a group on the far right of the top level. The admin asks if the location is correct and the user confirms. The admin asks for more information and the user explains that they saw/heard/smelled the students when they were walking in from their car around a certain time. The admin thanks the user for the information and the user thanks the admin.,10,1,7,,,,,7,100,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,14.29,14.29,0,0,171.43,0
"This is [PERSON], I have a resident in [DATE] C smoking in the building, can I get an officer please? I'm in the suite now. Resident name is [PERSON].","OFFICER [PERSON] HAS BEEN NOTIFIED AND IS EN ROUTE TO [DATE] C, WOULD YOU LIKE TO MEET HIM IN THE LOBBY?",Police officers have been notified and will arrive shortly.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user, identified as [PERSON], reports to an admin that a resident, also identified as [PERSON], is smoking in the building on [DATE] C. The user requests for an officer to come to the suite they are currently in. The admin confirms that the police have been notified and will arrive soon. The user thanks the admin and provides a description of the resident, stating that they are going down the elevator wearing a striped shirt and blue jeans. The admin thanks the user for notifying campus police. 
 User: This is [PERSON], I have a resident in [DATE] C smoking in the building, can I get an officer please? I'm in the suite now. Resident name is [PERSON].
Dispatcher:",[],"A user, identified as [PERSON], reports to an admin that a resident, also identified as [PERSON], is smoking in the building on [DATE] C. The user requests for an officer to come to the suite they are currently in. The admin confirms that the police have been notified and will arrive soon. The user thanks the admin and provides a description of the resident, stating that they are going down the elevator wearing a striped shirt and blue jeans. The admin thanks the user for notifying campus police.",5,1,9,1,92.24,77.17,,9,33.33,88.89,66.67,55.56,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,11.11,0,44.44,0,11.11,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
"In room [ACRONYM] at lakeside, [GPE] has alcohol in her dresser. It's in the bottom drawer of the dresser without the tv. She has the bottles underneath clothing items to hide it.","[PERSON], did the [NORP] follow up with you on this issue?",Contact your [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.

A user reports to an admin that there is alcohol in a dresser in room [ACRONYM] at lakeside, belonging to [GPE]. The bottles are hidden under clothing items. The admin advises the user to contact their [ORG]. The user has already done so and was told to contact the [NORP] police through the app. The user has moved to a different place due to mistreatment from the [NORP] police. The admin asks which [ACRONYM] the user spoke to and the user responds with [PERSON]. The admin assures the user that the issue has been addressed with the [NORP] and they will follow up on it. The user thanks the admin. 
 User: In room [ACRONYM] at lakeside, [GPE] has alcohol in her dresser. It's in the bottom drawer of the dresser without the tv. She has the bottles underneath clothing items to hide it.
Dispatcher:",[],"A user reports to an admin that there is alcohol in a dresser in room [ACRONYM] at lakeside, belonging to [GPE]. The bottles are hidden under clothing items. The admin advises the user to contact their [ORG]. The user has already done so and was told to contact the [NORP] police through the app. The user has moved to a different place due to mistreatment from the [NORP] police. The admin asks which [ACRONYM] the user spoke to and the user responds with [PERSON]. The admin assures the user that the issue has been addressed with the [NORP] and they will follow up on it. The user thanks the admin.",7,1,3,10.19,99,,,3,33.33,66.67,33.33,33.33,33.33,33.33,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,33.33,0,0,0,0,66.67,0
The #### building. It’s either rooms #### #### or ####,Are the doors open? Can you see them?,"Thank you so very much, I will send officers out. Would you like to meet with them? It's not required but I did want to offer.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports their neighbors for smoking weed indoors in the UV Suites. They live on the terrace floor near the trash chute and the neighbors are in the #### building, possibly in rooms #### #### or ####. The admin thanks the user and offers to send officers, but the user declines. 
 User: Hi. I live in the uv suites and I'm reporting my neighbors for smoking weed indoors. I live on the terrace floor where the trash chute is and the people smoking are all the way at [DATE]. The smell is strong and it's quite disturbing.
Dispatcher: [ACRONYM]. Do you know the room number? Which building? 
 User: The #### building. It’s either rooms #### #### or ####
Dispatcher:","[[""Hi. I live in the uv suites and I'm reporting my neighbors for smoking weed indoors. I live on the terrace floor where the trash chute is and the people smoking are all the way at [DATE]. The smell is strong and it's quite disturbing."", '[ACRONYM]. Do you know the room number? Which building?']]","A user reports their neighbors for smoking weed indoors in the UV Suites. They live on the terrace floor near the trash chute and the neighbors are in the #### building, possibly in rooms #### #### or ####. The admin thanks the user and offers to send officers, but the user declines.",6,1,26,4.85,62.84,11.63,99,8.67,7.69,100,88.46,73.08,23.08,19.23,7.69,0,7.69,0,3.85,3.85,3.85,0,0,19.23,15.38,7.69,7.69,3.85,30.77,3.85,3.85,3.85,0,0,3.85,15.38,0,15.38,0,0,7.69,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,26.92,11.54,3.85,3.85,0,0,3.85,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,11.54,3.85,0,0,3.85,0,0,0,0,3.85,3.85,3.85,0,0,0,0,0,19.23,7.69,3.85,3.85,0,3.85,0,0
No,"Ok, thank you for the tip. Police will arrive in the area. Do you want to speak to an officer or just want them to know about the incident?",Police officers have been notified and will arrive shortly.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports smelling weed in a building near a specific location. The admin asks when this occurred and the user says it was just now. The admin asks if the user sees anyone actively smoking and the user says no. The admin informs the user that police officers have been notified and will arrive soon. 
 User: Smells like weed in A building near A####
Dispatcher: How long ago did this occur? 
 User: Just now
Dispatcher: Do you see anyone in the area actively smoking? 
 User: No
Dispatcher:","[['Smells like weed in A building near A####', 'How long ago did this occur?'], ['Just now', 'Do you see anyone in the area actively smoking?']]",A user reports smelling weed in a building near a specific location. The admin asks when this occurred and the user says it was just now. The admin asks if the user sees anyone actively smoking and the user says no. The admin informs the user that police officers have been notified and will arrive soon.,6,1,9,1,92.24,77.17,,9,33.33,88.89,66.67,55.56,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,11.11,0,44.44,0,11.11,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,11.11,11.11,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
Blessing ###,Which building are they in,And they're drinking in their actual room of ###?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
A user reports that underage individuals are drinking alcohol in a common room. The admin asks for the location, which the user reveals to be ""Blessing ###"". The admin clarifies if they are drinking in their actual room, to which the user confirms. The admin thanks the user and informs them that the organization will be notified and an investigation will be conducted. The user confirms and adds that the drinking is happening in both the room and common space. The admin thanks the user again. 
 User: All are underage and have alcohol in their common room
Dispatcher: Where is this at? 
 User: Blessing ###
Dispatcher:","[['All are underage and have alcohol in their common room', 'Where is this at?']]","A user reports that underage individuals are drinking alcohol in a common room. The admin asks for the location, which the user reveals to be ""Blessing ###"". The admin clarifies if they are drinking in their actual room, to which the user confirms. The admin thanks the user and informs them that the organization will be notified and an investigation will be conducted. The user confirms and adds that the drinking is happening in both the room and common space. The admin thanks the user again.",8,1,8,26.1,99,89.39,,8,12.5,100,75,62.5,25,25,0,0,0,0,25,0,12.5,0,0,25,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,62.5,0,0,12.5,0,12.5,37.5,0
