instruction,response,output,prompt,history,summary,his_len,type
Room ####b and my cell is (###) ###-####,"ok. I am dispatcher from ##. what is the problem?
",Okay I will have the come to your room.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am at eagle village building #
Dispatcher: [ORG] village builiding #. what is the room# and what is your phone # 
 User: Room ####b and my cell is (###) ###-####
Dispatcher:","[['I am at eagle village building #', '[ORG] village builiding #. what is the room# and what is your phone #']]",,6,HarassmentAbuse
Most likely within ## minutes,"Most likely within ## minutes
","Okay, our number is ###-#### if you are able to convince her to report the incident.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Most likely within ## minutes
Dispatcher:",[],,13,HarassmentAbuse
I just got back from a walk and checked my phone and saw this -- I have no idea what it is!!,"That's terrible. What do you mean you have no idea what it is?
",Okay no problem just so I am clear you do not need [ORG] and this was an accident?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just got back from a walk and checked my phone and saw this -- I have no idea what it is!!
Dispatcher:",[],,3,HarassmentAbuse
I came in earlier today to give a statement,"Thank you for calling the police department. How can I help you?
",Were they arguing? or Just talking loudly?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I came in earlier today to give a statement
Dispatcher:",[],,9,HarassmentAbuse
I just saw a man yelling at a woman,"Is he yelling at her?
",ok are you still in the area?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just saw a man yelling at a woman
Dispatcher:",[],,4,HarassmentAbuse
He was holding a miller light can and he approached another group of girls prior to approaching my friend and i,"What was he wearing?
",ok we have officers looking for him. how long ago did you last see him?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was holding a miller light can and he approached another group of girls prior to approaching my friend and i
Dispatcher:",[],,7,HarassmentAbuse
“[ORG]” one wearing backwards white hat,"“[ORG]” one wearing backwards white hat
",k,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: “[ORG]” one wearing backwards white hat
Dispatcher:",[],,8,HarassmentAbuse
"It happened outside supdogs against one of the walls. She is refusing to call to report the incident, but she was jumped a few months ago and continues to let these things happen to her without reporting them. [ACRONYM] am growing increasingly worried and am seriously questioning her judgement.","Okay, I'll send an officer to the location. I'll let you know when he arrives.
",Do you live on campus? Would you yourself like speak with an officer by phone in regards to this?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please let me know if there is anything you can do!
Dispatcher: Does your roommate want to file a report with an officer? Does she have anymore information? Do you know exactly where it happened by [PERSON]? 
 User: It happened outside supdogs against one of the walls. She is refusing to call to report the incident, but she was jumped a few months ago and continues to let these things happen to her without reporting them. [ACRONYM] am growing increasingly worried and am seriously questioning her judgement.
Dispatcher:","[['Please let me know if there is anything you can do!', 'Does your roommate want to file a report with an officer? Does she have anymore information? Do you know exactly where it happened by [PERSON]?']]",,3,HarassmentAbuse
"If possible, please don’t tell her that i told you about the incident.","Okay, sir. I will keep it a secret.
","thank you, do you know if she ever went back to the resident from the downtown area or if she was still in the downtown area?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If possible, please don’t tell her that i told you about the incident.
Dispatcher:",[],,14,HarassmentAbuse
I think she has light brown hair,"Okay, I see her now.
",Are they outside?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I think she has light brown hair
Dispatcher:",[],,4,HarassmentAbuse
Is there a possibility you could talk to him and tell him what he did was wrong,"I'm sorry, but we don't do that. 
",A police officer from [ORG] will be on the way but they would need to know who they are looking for and where exactly in the [PERSON] to go.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't know how to send it through
Dispatcher: Are you able to meet with a [PERSON] officer so they can make a report of this information and check out the photo that you have? 
 User: Is there a possibility you could talk to him and tell him what he did was wrong
Dispatcher:","[[""I don't know how to send it through"", 'Are you able to meet with a [PERSON] officer so they can make a report of this information and check out the photo that you have?']]",,8,HarassmentAbuse
He’s partially broken the door,"What do you mean?
","They should be there in a minute, meet them outside of the suite","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s partially broken the door
Dispatcher:",[],,3,HarassmentAbuse
yes of course! Thanks for keeping us safe,"You're welcome
","It is my pleasure ! have a great night, [ACR[ACRONYM]YM] [ACRONYM]!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: A little ways down from the [ACRONYM]
Dispatcher: Ok thank you 
 User: yes of course! Thanks for keeping us safe
Dispatcher:","[['A little ways down from the [ACRONYM]', 'Ok thank you']]",,10,HarassmentAbuse
But I don’t think I have anything else to share anyway,"Alright. I’ll just keep you on hold for a moment.
",No problem. Thanks for reporting and using LiveSafe,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But I don’t think I have anything else to share anyway
Dispatcher:",[],,13,HarassmentAbuse
They are outside I think in lot in front,"OK, we are getting a call from a citizen who is outside.
",Officers are out with them now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They are outside I think in lot in front
Dispatcher:",[],,3,HarassmentAbuse
Yes it is,"I see.
",Do you see anyone around the vehicle now?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes it is
Dispatcher:",[],,3,HarassmentAbuse
Directly outside of sheetz,"Thank you. We have officers patrolling the area now. Again thank you for using LiveSafe. 
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He went in to opposing traffic
Dispatcher: Thank you. We have officers patrolling the area now. Again thank you for using LiveSafe. 
 User: Thank you
Dispatcher: Where did they almost hit the pedestrian? 
 User: Directly outside of sheetz
Dispatcher:","[['He went in to opposing traffic', 'Thank you. We have officers patrolling the area now. Again thank you for using LiveSafe.'], ['Thank you', 'Where did they almost hit the pedestrian?']]",,11,HarassmentAbuse
I don’t think that will be necessary. I just wanted people to be aware. If I see him again tomorrow then I will contact you guys again. Thank you,"No problem. We will be on the lookout for him.
","No problem. If you ever feel unsafe again, you can use the blue light boxes, [PERSON], call us at [QUANTITY] and press option ##, or call ###","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: A friend of mine said that she saw a man earlier in the day yelling and screaming at people on campus, but I[ORG] not sure if it was the same man or not
Dispatcher: I've taken down this information. Would you like an officer to contact you to take a report? 
 User: I don’t think that will be necessary. I just wanted people to be aware. If I see him again tomorrow then I will contact you guys again. Thank you
Dispatcher:","[['A friend of mine said that she saw a man earlier in the day yelling and screaming at people on campus, but I[ORG] not sure if it was the same man or not', ""I've taken down this information. Would you like an officer to contact you to take a report?""]]",,11,HarassmentAbuse
They’re for sure inside the house.,"Okay, sir. Is the door locked?
","Ok, we'll send officers out to investigate.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They’re for sure inside the house.
Dispatcher:",[],,4,HarassmentAbuse
"They are going to random rooms and trying to fight anyone not necessarily me or my roommate, they might be under the influence most likely!","Okay, I am going to ask you a few questions to get more information. Do you know the names of the females?
","Ok thank you, we will relay this information to our officers on scene. Would you like contact from them?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just want to be sure I[PERSON] safe when I have to go back up there!
Dispatcher: We have two officers there, we are just trying to get more information. These two females, are they trying to fight you or your roommate? 
 User: They are going to random rooms and trying to fight anyone not necessarily me or my roommate, they might be under the influence most likely!
Dispatcher:","[['I just want to be sure I[PERSON] safe when I have to go back up there!', 'We have two officers there, we are just trying to get more information. These two females, are they trying to fight you or your roommate?']]",,9,HarassmentAbuse
Okay! im in the buiding now,"Ok, thank you.
",Our officer advised us he would try giving you a call again shortly. I'll let him know you are back on campus,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just want to be sure I[PERSON] safe when I have to go back up there!
Dispatcher: We have two officers there, we are just trying to get more information. These two females, are they trying to fight you or your roommate? 
 User: They are going to random rooms and trying to fight anyone not necessarily me or my roommate, they might be under the influence most likely!
Dispatcher: Ok thank you, we will relay this information to our officers on scene. Would you like contact from them? 
 User: Sure I[PERSON] not there yet but I will have to go up soon!
Dispatcher: Can you please provide your phone number, or your room number where we can contact you and your roommate? 
 User: My phone number is (###) ###-####
Dispatcher: Thank you, we will forward your number to the officers at the building. 
 User: Hello, they are trying to call me but I[ORG] not there yet so I didn’t pick up!
Dispatcher: Ok, Officer [PERSON] is just trying to follow up with you. He said he will call you back later, or you may call him back when you are ready. Thanks! 
 User: Okay! im in the buiding now
Dispatcher:","[['I just want to be sure I[PERSON] safe when I have to go back up there!', 'We have two officers there, we are just trying to get more information. These two females, are they trying to fight you or your roommate?'], ['They are going to random rooms and trying to fight anyone not necessarily me or my roommate, they might be under the influence most likely!', 'Ok thank you, we will relay this information to our officers on scene. Would you like contact from them?'], ['Sure I[PERSON] not there yet but I will have to go up soon!', 'Can you please provide your phone number, or your room number where we can contact you and your roommate?'], ['My phone number is (###) ###-####', 'Thank you, we will forward your number to the officers at the building.'], ['Hello, they are trying to call me but I[ORG] not there yet so I didn’t pick up!', 'Ok, Officer [PERSON] is just trying to follow up with you. He said he will call you back later, or you may call him back when you are ready. Thanks!']]",,17,HarassmentAbuse
"Hi! So while walking in the halls today I saw that a lot of the doors had been vandalized with the green marker from the girls but I also noticed that the second girl signed her name, which was [ORG]. So I[ORG] assuming it was [ORG], [ORG], and another guy with them.","Hi, this is [ORG] from the [ORG] police department. I understand that you saw some vandalism in the halls today.
","Thank you for contact the [ACRONYM] Police. The halls of what building? What side ([GPE],[LOC],[LOC],[LOC]) and what floor of the building?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hi! So while walking in the halls today I saw that a lot of the doors had been vandalized with the green marker from the girls but I also noticed that the second girl signed her name, which was [ORG]. So I[ORG] assuming it was [ORG], [ORG], and another guy with them.
Dispatcher:",[],,27,HarassmentAbuse
If they need any information,"If they need any information
",Alright we have officers in the area now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If they need any information
Dispatcher:",[],,14,HarassmentAbuse
He’s sitting on the tables at the edge of the [ORG] building right across from [ORG],"Alright, thank you for calling.
",Are you able to see what his clothing looks like?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s sitting on the tables at the edge of the [ORG] building right across from [ORG]
Dispatcher:",[],,3,HarassmentAbuse
He may be walking south on [PERSON] mall,"What is your name?
",Thank you for contacting [ACRONYM] Police!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He may be walking south on [PERSON] mall
Dispatcher:",[],,1,HarassmentAbuse
and I don’t think I will be able to comeback any time soon to file the report,"Okay, I understand. What is the nature of the incident?
","I'm having a hard time finding your student information in our system. Can I get your name, date of birth and student [ACRONYM] number?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: and I don’t think I will be able to comeback any time soon to file the report
Dispatcher:",[],,13,HarassmentAbuse
*forewarding,"*forwarding
",your welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *forewarding
Dispatcher:",[],,7,HarassmentAbuse
Green top,"Blue top
","Thank you, Security is responding to the location","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Green top
Dispatcher:",[],,4,HarassmentAbuse
It happens every weekend,"How are you doing today?
","I understand, I will gladly send an officer though to take down your statements so that we can look more into what goes on in the house. So if you have the time just let me know where I can send someone.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It happens every weekend
Dispatcher:",[],,4,HarassmentAbuse
I believe they just left the room and are going down the hall,"Ok, I'm going to send someone over to check on it.
",OK,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe they just left the room and are going down the hall
Dispatcher:",[],,9,HarassmentAbuse
(Or yelling at anyone else for that matter),"(Listening to the user)
","ok not a problem, an officer is on the way to check the area. Again thank you contacting the [ACRONYM] Police and letting us know.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: (Or yelling at anyone else for that matter)
Dispatcher:",[],,6,HarassmentAbuse
"Thank you. I am really worried about him, he’s panicking and crying and I[ORG] so scared for him. She’s a malicious person.","I understand. Can you tell me more about the situation?
",We understand how you feel and will do everything in our power to help your friend.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I would like to remain anonymous
Dispatcher: Whats your friends name so we can help him. 
 User: [PERSON]
Dispatcher: Thanks. Do you have his phone number? 
 User: ###-###-####
Dispatcher: Thanks for the information we are going to do our best to help your friend. 
 User: Thank you. I am really worried about him, he’s panicking and crying and I[ORG] so scared for him. She’s a malicious person.
Dispatcher:","[['I would like to remain anonymous', 'Whats your friends name so we can help him.'], ['[PERSON]', 'Thanks. Do you have his phone number?'], ['###-###-####', 'Thanks for the information we are going to do our best to help your friend.']]",,12,HarassmentAbuse
And now I[ORG] fed up,"I[ORG] understand
","If you would like, I can arrange an officer to meet with you. We have some female officers available if you would be more comfortable with that. If you do not wish to speak with an officer, we can make any of the listed resources available to you.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And now I[ORG] fed up
Dispatcher:",[],,13,HarassmentAbuse
I have an exam tomorrow. Can someone come speak to me tomorrow around #/#pm?,"I understand your concern however, we would like you to speak with an officer to help resolve this issue. 
",We have officers available ##/# to speak with you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And he is from the [GPE] area so I[ORG] afraid I will see him out after I report it
Dispatcher: I understand your concern however, we would like you to speak with an officer to help resolve this issue. 
 User: I have an exam tomorrow. Can someone come speak to me tomorrow around #/#pm?
Dispatcher:","[['And he is from the [GPE] area so I[ORG] afraid I will see him out after I report it', 'I understand your concern however, we would like you to speak with an officer to help resolve this issue.']]",,28,HarassmentAbuse
Okay thank you so much,"You are welcome.
","If there's anything else we can help you with, please let us know.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Can it be a woman officer please?
Dispatcher: A police officer will be out to be speak with soon. 
 User: Okay how will I know when they are here?
Dispatcher: They will be in uniform and will knock on your door. They will want to speak with you in private. 
 User: Okay thank you so much
Dispatcher:","[['Can it be a woman officer please?', 'A police officer will be out to be speak with soon.'], ['Okay how will I know when they are here?', 'They will be in uniform and will knock on your door. They will want to speak with you in private.']]",,42,HarassmentAbuse
Still no one,"Okay. We'll send someone over.
","We're very sorry for the wait. I have been advised by [ORG] that they will explain why it is taking so long, please contact [PERSON] at ###-###-####. Again, we apologize for the wait.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] having a lot of anxiety. Are they on their way?
Dispatcher: Yes mam. We have a lot of traffic on and around campus. 
 User: Okay sorry I just started to feel anxious knowing I will have to talk about it
Dispatcher: An officer is on his way. They should be arriving shortly. 
 User: Okay thank you very much
Dispatcher: You're welcome. If an officer doesn't arrive soon, let us know. 
 User: Still no one
Dispatcher:","[['I[ORG] having a lot of anxiety. Are they on their way?', 'Yes mam. We have a lot of traffic on and around campus.'], ['Okay sorry I just started to feel anxious knowing I will have to talk about it', 'An officer is on his way. They should be arriving shortly.'], ['Okay thank you very much', ""You're welcome. If an officer doesn't arrive soon, let us know.""]]",,51,HarassmentAbuse
Can you let me know if they were able to talk to them? Very concerned for the girl,"Yes, I'm sorry to say that they were not able to reach the girl. 
",Officers at there now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And white
Dispatcher: Thank you. 
 User: Can you let me know if they were able to talk to them? Very concerned for the girl
Dispatcher:","[['And white', 'Thank you.']]",,11,HarassmentAbuse
"Just a few days earlier,there is a student happened to suffer from a terrible thing in our neighbor","Hi, this is the police dispatcher, how can I help you?
",We have an officer in the area and I have also contacted [ORG] and they are going to dispatch an officer to your location,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just a few days earlier,there is a student happened to suffer from a terrible thing in our neighbor
Dispatcher:",[],,6,HarassmentAbuse
Wearing green shirt and khaki pants with orange blanket,"Wearing green shirt and khaki pants with orange blanket
",Thank you. We have received your tip.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Wearing green shirt and khaki pants with orange blanket
Dispatcher:",[],,3,HarassmentAbuse
"I am an [ACRONYM] student at West, just to clarify","Hello, this is the dispatcher for the [CITY] police department. How can I help you?
",thank you for contacting asu police .. Please call us to make this report as we will have a few questions to ask. ###-###-####,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am an [ACRONYM] student at West, just to clarify
Dispatcher:",[],,1,HarassmentAbuse
This occurred at [FAC] dorm with a community pool,"Hello, how can I help you?
",sgt is on her way to you now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: This occurred at [FAC] dorm with a community pool
Dispatcher:",[],,14,HarassmentAbuse
Not yet,"Stay on the line. We will be there soon.
",Thank you for reporting the incident. [ACRONYM] is with the subject now. Did you want to meet with officers.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Not sure if he is still around
Dispatcher: Officers are still responding to check the area.. [ACRONYM] has units in the area. Do you see [ACRONYM]? 
 User: Not yet
Dispatcher:","[['Not sure if he is still around', 'Officers are still responding to check the area.. [ACRONYM] has units in the area. Do you see [ACRONYM]?']]",,9,HarassmentAbuse
Wait shit I meant to send this to the [GPE] tech police. Disregard lol,"No worries, I'll transfer you.
","[ACRONYM], [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] ASSIST[ACRONYM]CE. [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]R [ACRONYM] [ACRONYM] NUMBER [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] OFFICER [ACRONYM] [ACRONYM] [ACRONYM]?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Wait shit I meant to send this to the [GPE] tech police. Disregard lol
Dispatcher:",[],,1,HarassmentAbuse
Just wanted to let you know. I have a family emergency to get to,"I understand.
","Ok. Thank You , I will Advise the officers outside","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just wanted to let you know. I have a family emergency to get to
Dispatcher:",[],,20,HarassmentAbuse
Thank you,"you are welcome
",thank you for using livesafe,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He is usually wearing heelies
Dispatcher: ok thank you for the information i will let the officer know. 
 User: Thank you
Dispatcher:","[['He is usually wearing heelies', 'ok thank you for the information i will let the officer know.']]",,10,HarassmentAbuse
"It appeared to be one-sided, with the white male mad at the black male, possibly over the woman","That's right.
",THANK YOU FOR THE INFORMATION,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It appeared to be one-sided, with the white male mad at the black male, possibly over the woman
Dispatcher:",[],,6,HarassmentAbuse
New franklin,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [,"I have officers there, can you still hear any noises or describe the sounds you are hearing?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I heard it down the hall
Dispatcher: [ACRONYM] [ACRONYM], [ACRONYM] TH[ACRONYM] [ACRONYM] FRANKLIN [ACRONYM] [ACRONYM] FRANKLIN 
 User: New franklin
Dispatcher:","[['I heard it down the hall', '[ACRONYM] [ACRONYM], [ACRONYM] TH[ACRONYM] [ACRONYM] FRANKLIN [ACRONYM] [ACRONYM] FRANKLIN']]",,5,HarassmentAbuse
Thank you for being prompt in your responses,"You're welcome, Hannah. 
",That's what we're here for! Thank you for your information and assistance!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They can come up if they like
Dispatcher: Ok, what is your name for me to pass on to them? 
 User: Hannah
Dispatcher: Thank you, he's on his way up to you now. 
 User: Thank you for being prompt in your responses
Dispatcher:","[['They can come up if they like', 'Ok, what is your name for me to pass on to them?'], ['Hannah', ""Thank you, he's on his way up to you now.""]]",,17,HarassmentAbuse
[PERSON],"[DISPATCHER]
",Are they still at [ORG]? Description of people and vehicles?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [PERSON]
Dispatcher:",[],,3,HarassmentAbuse
