instruction,response,output,prompt,history,summary,his_len,type
Facing the library,"Thank you. We will have an officer there as soon as possible. 
",Thank you. we will advise responding officers.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The bag isn't by anyone just alone
Dispatcher: Thank you for using [PERSON]. We are updating officers in the area. Can you advise what side of te building the bag is resting? 
 User: Facing the library
Dispatcher:","[[""The bag isn't by anyone just alone"", 'Thank you for using [PERSON]. We are updating officers in the area. Can you advise what side of te building the bag is resting?']]",,3,SuspiciousActivity
Definitely drunk,"Hello, I'm here to help you.
","What floor did you see them on, and describe them.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Definitely drunk
Dispatcher:",[],,4,SuspiciousActivity
"She’s at a friend’s apartment right now, but we’re not sure what to do.","Okay, so what’s the situation?
",Thank you for the information! We will send another call to [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She’s at a friend’s apartment right now, but we’re not sure what to do.
Dispatcher:",[],,10,SuspiciousActivity
"I am reporting on behalf of my student (who does not have he LiveSafe app yet). I have walked up and down the stairwell several times and do not see any suspicious activities or persons, so we feel safe. I do not feel it necessary to speak with an officer and my student is due in class at ####. Her name is [PERSON] (eID: jmalhotra#). She wanted to be sure to have made campus police aware of this event. Thank you for your prompt response.","Thank you for the information! We will be sure to check it out.
",Officers are out with one of the subjects. Thank you for the information.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The backpack was on the floor, they removed an item, but when others entered the stairwell he put the item back in he backpack abruptly and yelled for her to ""go!""
Dispatcher: Thank you for the information! Would you like to speak/meet with the responding officers? 
 User: I am reporting on behalf of my student (who does not have he LiveSafe app yet). I have walked up and down the stairwell several times and do not see any suspicious activities or persons, so we feel safe. I do not feel it necessary to speak with an officer and my student is due in class at ####. Her name is [PERSON] (eID: jmalhotra#). She wanted to be sure to have made campus police aware of this event. Thank you for your prompt response.
Dispatcher:","[['The backpack was on the floor, they removed an item, but when others entered the stairwell he put the item back in he backpack abruptly and yelled for her to ""go!""', 'Thank you for the information! Would you like to speak/meet with the responding officers?']]",,6,SuspiciousActivity
Thanks again.,"You are welcome.
","No problem, thank you for using the Live Safe app!! Officer [PERSON]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: As he rounded the corner I heard [ORG] greet him and talk to him.
Dispatcher: ok thank you so much for contacting us 
 User: Thanks again.
Dispatcher:","[['As he rounded the corner I heard [ORG] greet him and talk to him.', 'ok thank you so much for contacting us']]",,14,SuspiciousActivity
I can meet outside,"Yes, that's fine.
","would you be available to speak with an officer, if so what is your exact location, name, and telephone number","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I can meet outside
Dispatcher:",[],,8,SuspiciousActivity
He’s an older man with white scruffy hair who looks a little dirty wearing all dark clothes like a long sleeve flannel,"Hi, my name is ____________. How can I help you?
","thank you, did he have a cart with him?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s an older man with white scruffy hair who looks a little dirty wearing all dark clothes like a long sleeve flannel
Dispatcher:",[],,4,SuspiciousActivity
Walk by tailgat ##,"Hi, I'm the dispatcher. What's your concern?
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Walk by tailgat ##
Dispatcher:",[],,4,SuspiciousActivity
He was mumbling to himself,"I'm sorry, can you repeat that?
",did you see where he left the backpack?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was mumbling to himself
Dispatcher:",[],,12,SuspiciousActivity
They can meet with me. I'll be here till midnight,"ok. they will be there shortly
",ok. what lot are you in?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was mumbling to himself
Dispatcher: did you see where he left the backpack? 
 User: Somewhere near the top but my view is obstructed
Dispatcher: ok. are you safe where you are at? 
 User: I believe so. I am with parking and trans so I am stationed here
Dispatcher: ok. we are sending officers. do you want contact from the officers? 
 User: Sure
Dispatcher: ok. they will contact you with an outcome. do you want them to meet with you or give you a call? 
 User: They can meet with me. I'll be here till midnight
Dispatcher:","[['He was mumbling to himself', 'did you see where he left the backpack?'], ['Somewhere near the top but my view is obstructed', 'ok. are you safe where you are at?'], ['I believe so. I am with parking and trans so I am stationed here', 'ok. we are sending officers. do you want contact from the officers?'], ['Sure', 'ok. they will contact you with an outcome. do you want them to meet with you or give you a call?']]",,20,SuspiciousActivity
"No va #, reserved lot","Dispatcher name
",Ok thanks for the information. The vehicle is gone,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No va #, reserved lot
Dispatcher:",[],,10,SuspiciousActivity
White face. Almost looks like the [PERSON],"Hello, this is the police department.
","Ok. Thank you for your tip. We have officers enroute to check the area for him. If you need to reach us directly, our number is ###-###-####.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: White face. Almost looks like the [PERSON]
Dispatcher:",[],,6,SuspiciousActivity
And inside.,"Yes.
",are they outside there now ?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And inside.
Dispatcher:",[],,3,SuspiciousActivity
He was wearing an off white hoodie and hat and iphone air pods with jeans. He walked out the building across academic learning building that side,"OK, we are going to need you to stay on the line with me. I need you to describe the person who you saw.
",White male or black male?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was wearing an off white hoodie and hat and iphone air pods with jeans. He walked out the building across academic learning building that side
Dispatcher:",[],,4,SuspiciousActivity
I just thought it was appropriate to report just in case,"Ok, thank you for your concern. I am going to ask you some questions so that I can help you.
","Okay thank you so much, Have a good day!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just thought it was appropriate to report just in case
Dispatcher:",[],,5,SuspiciousActivity
"Yes the [ORG] is on campus, and is parked near [ACRONYM]. But the [ORG] hasn’t done anything wrong just concerned it may be broken in to by the [ACRONYM] Yukon","Okay, so you’re saying that you’re concerned that the [ORG] may have been broken into by the [ACRONYM] Yukon? 
",Thank you!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: When the [ORG] left when it was parked next to the [ORG] it left campus
Dispatcher: Are you saying that the [ORG] is currently on campus now and is parked at [ORG]? 
 User: Yes the [ORG] is on campus, and is parked near [ACRONYM]. But the [ORG] hasn’t done anything wrong just concerned it may be broken in to by the [ACRONYM] Yukon
Dispatcher:","[['When the [ORG] left when it was parked next to the [ORG] it left campus', 'Are you saying that the [ORG] is currently on campus now and is parked at [ORG]?']]",,12,SuspiciousActivity
Thank you,"You are welcome
",Security is enroute.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you
Dispatcher:",[],,7,SuspiciousActivity
Her hair is brown and disheveled,"Hello, how can I help you?
",We will have an Officer enroute.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Her hair is brown and disheveled
Dispatcher:",[],,10,SuspiciousActivity
Who is this by the way,"It's me, the dispatcher.
",Quan,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Who is this by the way
Dispatcher:",[],,12,SuspiciousActivity
More people have joined them but are not on the roof.,"Ok, we have alerted police. If you see any helpful details let us know and we will pass it along. 
",Can you provide any details on the more people?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Someone walking their dog is talking to the people on the roof.
Dispatcher: Ok, we have alerted police. If you see any helpful details let us know and we will pass it along. 
 User: More people have joined them but are not on the roof.
Dispatcher:","[['Someone walking their dog is talking to the people on the roof.', 'Ok, we have alerted police. If you see any helpful details let us know and we will pass it along.']]",,5,SuspiciousActivity
"I[ORG] no longer there, so I[ORG] not sure","Okay, thank you for the report. 
","Okay, thank you.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Or they appeared to be, from where we were standing on the ground
Dispatcher: Do you have a description of them? 
 User: All three were males. One was black and wearing a blue hoodie, another was wearing black pants, as I remember
Dispatcher: Thank you, we have an officer heading to that location. Are they still at the parking structure? 
 User: I[ORG] no longer there, so I[ORG] not sure
Dispatcher:","[['Or they appeared to be, from where we were standing on the ground', 'Do you have a description of them?'], ['All three were males. One was black and wearing a blue hoodie, another was wearing black pants, as I remember', 'Thank you, we have an officer heading to that location. Are they still at the parking structure?']]",,7,SuspiciousActivity
Yes ## Compton street [ACRONYM] ##. I wasn't sure if this is normal because I'm new to the states.,"Welcome to the United States.
",do you know if he was a black male or white male??,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes ## Compton street [ACRONYM] ##. I wasn't sure if this is normal because I'm new to the states.
Dispatcher:",[],,4,SuspiciousActivity
The new annenberg bldg. two black men,"Thank you for calling the police department. How can I help you?
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The new annenberg bldg. two black men
Dispatcher:",[],,4,SuspiciousActivity
He wasn’t wearing a backpack and was wearing mostly black clothing,"OK, I’m going to need you to calm down and tell me what you’re seeing.
","Thank you, can you tell me what kind of knife he had?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He wasn’t wearing a backpack and was wearing mostly black clothing
Dispatcher:",[],,8,SuspiciousActivity
[PERSON],"Thank you, [PERSON] I'll let the officer know you're there. 
","Thank you [PERSON], we have officers circulating the area, one will be headed to meet with you shortly.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yep
Dispatcher: Where are you located currently to meet with the officer 
 User: I just got dropped off at [PERSON] house
Dispatcher: Can you stand by in the lobby until an officer gets there? 
 User: Yep!
Dispatcher: Thank you, can I get your name? 
 User: [PERSON]
Dispatcher:","[['Yep', 'Where are you located currently to meet with the officer'], ['I just got dropped off at [PERSON] house', 'Can you stand by in the lobby until an officer gets there?'], ['Yep!', 'Thank you, can I get your name?']]",,18,SuspiciousActivity
Yes. ### ### ####,"Can you tell me what’s going on?
",Can you please wait at the scene and speak to the officer?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Inside. He didn’t come out
Dispatcher: can I get a phone number? 
 User: Yes. ### ### ####
Dispatcher:","[['Inside. He didn’t come out', 'can I get a phone number?']]",,15,SuspiciousActivity
I see police,"Hi, I'm the dispatcher.
",Okay. Thank you and have a great day!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I see police
Dispatcher:",[],,25,SuspiciousActivity
He had a hoodie on and a back pack if I remember correctly and was alone,"Hello, how can I help you?
",Thank you so much. We will send officers to the area. Would you like to meet with officers for any reason regarding this call?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He had a hoodie on and a back pack if I remember correctly and was alone
Dispatcher:",[],,5,SuspiciousActivity
"I was the victim of the November #### armed robbery at the district on Apache, and this sounds similar to my incident, despite the suspects never being caught.","Hello, I'm sorry to hear that.
",We will have an officer give you a phone call reference this matter. Is the ###-###-#### number the best number to reach you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I was the victim of the November #### armed robbery at the district on Apache, and this sounds similar to my incident, despite the suspects never being caught.
Dispatcher:",[],,1,SuspiciousActivity
"Again, he could've as easily been spooked at me too","Yes, he could have
","[ACRONYM] we have officers in the area, do you want to speak to officers? does your window face the street?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Again, he could've as easily been spooked at me too
Dispatcher:",[],,5,SuspiciousActivity
Is [ORG] releasing any more details about this event?,"I’m not sure, I’ll try to find out for you
",One was just sent. All clear. Thanks for your assistance,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He seemed to be walking slow/unevenly maybe? Overall it just looked kind of suspicious
Dispatcher: Thank you for using [PERSON]. We will send units to this area to check on the subject. Can you provide any clothing descriptors? Thank you for the tip 
 User: I live on the #th floor of a building so I can’t give anything too specific but it looked like a greenish utility jacket. Maybe jeans? Clothing seemed sort of baggy
Dispatcher: Thanks again 
 User: Is [ORG] releasing any more details about this event?
Dispatcher:","[['He seemed to be walking slow/unevenly maybe? Overall it just looked kind of suspicious', 'Thank you for using [PERSON]. We will send units to this area to check on the subject. Can you provide any clothing descriptors? Thank you for the tip'], ['I live on the #th floor of a building so I can’t give anything too specific but it looked like a greenish utility jacket. Maybe jeans? Clothing seemed sort of baggy', 'Thanks again']]",,6,SuspiciousActivity
We were in the back room studying,"We were in the back room studying
",Ok. Two officers are there now. They will check the area for the subject.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: We were in the back room studying
Dispatcher:",[],,10,SuspiciousActivity
He seemed a bit older. Did not look like a regular [ORG] student,"That's OK. You're not alone. We're here to help.
","I will have Security check the area, but with it being two hours since you saw him, he may be hard to locate.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He seemed a bit older. Did not look like a regular [ORG] student
Dispatcher:",[],,1,SuspiciousActivity
"He left the restroom at approximately ####, about two minutes before the [ORG] officer arrived. The man left via the elevators. Was clothed, blue clothes, dark overcoat, umbrella under his arm (this information was shared with the officer).","Thank you. The officers are in the lobby now. They will check the elevators and the stairwells. They will also check the restrooms.
",Thank you for the information.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He will keep a look out for the officer and is happy to speak with them
Dispatcher: Officers have been dispatched. Can you advise when the subject was last seen and if he is still in the restroom? 
 User: He left the restroom at approximately ####, about two minutes before the [ORG] officer arrived. The man left via the elevators. Was clothed, blue clothes, dark overcoat, umbrella under his arm (this information was shared with the officer).
Dispatcher:","[['He will keep a look out for the officer and is happy to speak with them', 'Officers have been dispatched. Can you advise when the subject was last seen and if he is still in the restroom?']]",,8,SuspiciousActivity
Gray and no I left the scene,"Okay, just to make sure I have everything, you were able to see these individuals?
",did one of the individuals have glasses?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [NORP]*
Dispatcher: Could you see what color the hoodies they were? And are you able to still see these individuals? 
 User: Gray and no I left the scene
Dispatcher:","[['[NORP]*', 'Could you see what color the hoodies they were? And are you able to still see these individuals?']]",,7,SuspiciousActivity
Thank you,"You are welcome.
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you
Dispatcher:",[],,10,SuspiciousActivity
he was banging around and asked me what we considered the small chapel,"what is the address of the small chapel
",small chapel?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: he was banging around and asked me what we considered the small chapel
Dispatcher:",[],,1,SuspiciousActivity
"White male, dark brown/black hair that was almost shoulder length. He was wearing jeans and a tan colored pullover","Did you see any tattoos? 
","Thank you! I will pass on the information on to the officers and be on the lookout. If you happen to see that person again, reach out to us [ORG].","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: About # hour ago. I had to leave to go to a meeting on the hill
Dispatcher: Can you describe the person you saw on your bike? 
 User: White male, dark brown/black hair that was almost shoulder length. He was wearing jeans and a tan colored pullover
Dispatcher:","[['About # hour ago. I had to leave to go to a meeting on the hill', 'Can you describe the person you saw on your bike?']]",,5,SuspiciousActivity
He crossed the street and I believed he walked in the opposite direction. So going away from the [PERSON] but on the opposite side of the rode,"Did he cross the street? 
",Did he walk toward campus?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The same side of the street as those apartment complex and the [PERSON].
Dispatcher: Which direction did the male walk when you finished talking to him? 
 User: He crossed the street and I believed he walked in the opposite direction. So going away from the [PERSON] but on the opposite side of the rode
Dispatcher:","[['The same side of the street as those apartment complex and the [PERSON].', 'Which direction did the male walk when you finished talking to him?']]",,5,SuspiciousActivity
Thank you very much.,"You're welcome. 
",Would you like for the responding officer to make contact with you in any way?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: A light brown jacket
Dispatcher: Thank you for the information. [ACRONYM] [ACRONYM] will respond to investigate. 
 User: Thank you very much.
Dispatcher:","[['A light brown jacket', 'Thank you for the information. [ACRONYM] [ACRONYM] will respond to investigate.']]",,5,SuspiciousActivity
The apartment was #### w. [PERSON] st. Bottom floor,"What is the problem?
",Thank you for using LiveSafe. Do you know what address the subject went into?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The apartment was #### w. [PERSON] st. Bottom floor
Dispatcher:",[],,1,SuspiciousActivity
This is the [ACRONYM] for Phase V,"This is [ACRONYM] for Phase V
","Ok thank you very much, officers are responding","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: This is the [ACRONYM] for Phase V
Dispatcher:",[],,4,SuspiciousActivity
Thank you!,"You are welcome!
",You're welcome. Thank you for the additional information.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you!
Dispatcher:",[],,3,SuspiciousActivity
He is following people around on the street and acting generally very sketchy and aggressive,"ok thank you. What is he wearing? 
",Ok thank you. Do you see any weapons or anything he can use as a weapon?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And he was holding beer
Dispatcher: ok thank you. What is he doing that is scary? 
 User: He is following people around on the street and acting generally very sketchy and aggressive
Dispatcher:","[['And he was holding beer', 'ok thank you. What is he doing that is scary?']]",,5,SuspiciousActivity
Grey sweatpants**,"**Brown pants**
","[ACRONYM], [ACRONYM] [ACRONYM]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Grey sweatpants**
Dispatcher:",[],,3,SuspiciousActivity
I can come back over there if needed,"Yes.
",okay. thanks for the information. In the future please advise us sooner. Thanks again,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I can come back over there if needed
Dispatcher:",[],,6,SuspiciousActivity
I have the location of my car on google maps,"What is the location of your car?
",We are glad to help! Parking was notified.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I have the location of my car on google maps
Dispatcher:",[],,4,SuspiciousActivity
"Also, this happened at [ORG] in [FAC] upstairs on Wednesday the ##th at around #pm.","OK, thanks for calling.
",That's up to you to decide. Officers are aware of this going on. Not sure if you received the email sent out about it but it stated:,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Also, this happened at [ORG] in [FAC] upstairs on Wednesday the ##th at around #pm.
Dispatcher:",[],,5,SuspiciousActivity
Going to check,"What is the nature of the problem?
",Thank you..units are in the area checking,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Going to check
Dispatcher:",[],,8,SuspiciousActivity
Great. Thought it was worth submitting. Not crazy red flag but a little odd for that area and time of day for sure,"Thank you. We will check it out.
",Better safe than sorry,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was heading in the direction of the gardens. That lower half of [ACRONYM] lot
Dispatcher: Thank you. There are Officers en route 
 User: Great. Thought it was worth submitting. Not crazy red flag but a little odd for that area and time of day for sure
Dispatcher:","[['He was heading in the direction of the gardens. That lower half of [ACRONYM] lot', 'Thank you. There are Officers en route']]",,5,SuspiciousActivity
No,"Yes nobody
","was he an older male, with grey hair? Any guess as to age?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No
Dispatcher:",[],,12,SuspiciousActivity
[ORG] he left,"[ORG] he left
",Thank you for the information. Officers have already spoken with the subject.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG] he left
Dispatcher:",[],,7,SuspiciousActivity
### ### #### Elizabeth,"Okay. The officer will be calling you shortly. 
",Thank you. I'll have the responding officer call you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG] he left
Dispatcher: Thank you for the information. Officers have already spoken with the subject. 
 User: I saw some officers outside talking to a guy and then they walked away??
Dispatcher: Would you like to make contact with the responding officers? 
 User: Is it okay if I do that? I saw officers outside but they never came inside to do something about the guy.
Dispatcher: Of course. I can have the officer meet with you. Would you prefer a phone call or have the officer meet with you? 
 User: Phone call please
Dispatcher: Can you provide a phone number that the officer can call? 
 User: ### ### #### Elizabeth
Dispatcher:","[['[ORG] he left', 'Thank you for the information. Officers have already spoken with the subject.'], ['I saw some officers outside talking to a guy and then they walked away??', 'Would you like to make contact with the responding officers?'], ['Is it okay if I do that? I saw officers outside but they never came inside to do something about the guy.', 'Of course. I can have the officer meet with you. Would you prefer a phone call or have the officer meet with you?'], ['Phone call please', 'Can you provide a phone number that the officer can call?']]",,15,SuspiciousActivity
They walked up the block on [GPE]. I saw from my window,"OK, can you tell me your name and address?
",Do you know the owner of the vehicle so we can have officers meet with them?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They walked up the block on [GPE]. I saw from my window
Dispatcher:",[],,6,SuspiciousActivity
It’s ##########,"great, I’ll call you when officers arrive
",Officers will be there momentarily to meet with you. thank you for contacting [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I heard yelling and then saw out my window
Dispatcher: are you available to meet with officers? 
 User: I can
Dispatcher: ok great, can i have your number so i can call you when officers arrive? 
 User: It’s ##########
Dispatcher:","[['I heard yelling and then saw out my window', 'are you available to meet with officers?'], ['I can', 'ok great, can i have your number so i can call you when officers arrive?']]",,17,SuspiciousActivity
"Male, not mail","Female, not mail
",Now where is this sofa located inside the building?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Male, not mail
Dispatcher:",[],,3,SuspiciousActivity
