instruction,response,output,prompt,history,summary,his_len,type
I have not. I will do that now!,"Thank you. 
",Okay. If you are unsuccessful contacting them please let me know and I will try to connect you to them.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Is there anything you can do about this? Even on the third floor, you can hear them blasting music from the first.
Dispatcher: Do you need to speak with an officer? 
 User: No, I'm okay. I just would like somebody to speak to them about partying so loud all the time.
Dispatcher: Have you contacted [ORG], as that location is off campus and in the town of [GPE]? 
 User: I have not. I will do that now!
Dispatcher:","[['Is there anything you can do about this? Even on the third floor, you can hear them blasting music from the first.', 'Do you need to speak with an officer?'], [""No, I'm okay. I just would like somebody to speak to them about partying so loud all the time."", 'Have you contacted [ORG], as that location is off campus and in the town of [GPE]?']]",,5,DrugsAlcohol
#### Progress Street Apt. [ACRONYM],"#### Dispatch
","Okay, I contacted them for you and will resolve the issue.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: #### Progress Street Apt. [ACRONYM]
Dispatcher:",[],,15,DrugsAlcohol
I want to remain anonymous,"Okay, I will help you.
","No, I have your name here. If you wish to remain anonymous, that is not a problem. I can simply put anonymous in the report. Either way, all the information here, in [GPE], is for our records only.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I want to remain anonymous
Dispatcher:",[],,3,DrugsAlcohol
How do I attach it? And I can write up a statement but I can't do it in the next ##.,"I can email you a form to fill out and attach it to. You can also send it to [EMAIL] and they can get you the form. 
",If you can just send the email and photo to [EMAIL] we can go from there.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: My roommate [PERSON] emailed a veiled threat to spam my email as retribution because she suspects I reported her tonight.
Dispatcher: Thank you for contacting [ORG]. Would you be able to meet with an officer to discuss the details of this threat? 
 User: I can't right now, as I'm on deadline for an assignment. Can I forward the email? She also posted a note with an expletive that seems intended for me. I took a photo [ORG] can email that too.
Dispatcher: Okay, if you are able to attach it to this [PERSON], that would work. You can also forward the email to [EMAIL]. We will need to have an officer contact you at some point to get information or a statement from you for a report whether that is in person, over the phone, or over email. 
 User: How do I attach it? And I can write up a statement but I can't do it in the next ##.
Dispatcher:","[['My roommate [PERSON] emailed a veiled threat to spam my email as retribution because she suspects I reported her tonight.', 'Thank you for contacting [ORG]. Would you be able to meet with an officer to discuss the details of this threat?'], [""I can't right now, as I'm on deadline for an assignment. Can I forward the email? She also posted a note with an expletive that seems intended for me. I took a photo [ORG] can email that too."", 'Okay, if you are able to attach it to this [PERSON], that would work. You can also forward the email to [EMAIL]. We will need to have an officer contact you at some point to get information or a statement from you for a report whether that is in person, over the phone, or over email.']]",,13,DrugsAlcohol
This student clearly needs some therapeutic help. I hope the university offers that to her.,"Yes, we are working with the university to help her. 
","Thank you, we will do what we can to help resolve the situation.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just emailed it to you
Dispatcher: Thank you, I received your email. 
 User: Ok. Her expletive note-writing behavior only began after I filed the report tonight.
Dispatcher: Okay, thank you. An officer will be adding all of this information to our report. 
 User: This student clearly needs some therapeutic help. I hope the university offers that to her.
Dispatcher:","[['I just emailed it to you', 'Thank you, I received your email.'], ['Ok. Her expletive note-writing behavior only began after I filed the report tonight.', 'Okay, thank you. An officer will be adding all of this information to our report.']]",,23,DrugsAlcohol
Go up the stairs to the right of the elevators and you'll see him pacing around looking at the ground,"Ok. I'll send someone out there. Let us know if he leaves the area
",We have officers on the way.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He took his shoes off and is wearing black socks
Dispatcher: Ok. We will send someone out there. Let us know if he leaves the area 
 User: Go up the stairs to the right of the elevators and you'll see him pacing around looking at the ground
Dispatcher:","[['He took his shoes off and is wearing black socks', 'Ok. We will send someone out there. Let us know if he leaves the area']]",,6,DrugsAlcohol
The only problem is they keep coming here to pee right next to window where I sleep,"Hi, how can I help you?
",If you reside at [FAC] at ### ##th st please contact your on duty security guard for the building at ###-###-####,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The only problem is they keep coming here to pee right next to window where I sleep
Dispatcher:",[],,3,DrugsAlcohol
I saw a white male in the passenger seat. Did not see the driver.,"Can you describe the vehicle?
",Are you with the vehicle?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I saw a white male in the passenger seat. Did not see the driver.
Dispatcher:",[],,4,DrugsAlcohol
There were multiple people inside,"We're going to need you to give us a description of the people.
",Thank you. We will relay the information to officers.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: There were multiple people inside
Dispatcher:",[],,3,DrugsAlcohol
Thank you for your time,"You are welcome.
",no problem have a good night,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you for your time
Dispatcher:",[],,6,DrugsAlcohol
I believe they are all inside but not sure. Just saw snapchats of it.,"Do you have a phone number for them?
",Thank You for using [ORG] officers have been made aware !!!!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe they are all inside but not sure. Just saw snapchats of it.
Dispatcher:",[],,4,DrugsAlcohol
Which is right across the hall.,"What is your name?
",Ok. Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Which is right across the hall.
Dispatcher:",[],,9,DrugsAlcohol
And they are maing noise,"I understand.
",officer is on the way to check this out can we help you further?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And they are maing noise
Dispatcher:",[],,5,DrugsAlcohol
"#. # male, # female","#. # male, # female
",Thank you. Officers are walking in now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: #. # male, # female
Dispatcher:",[],,8,DrugsAlcohol
She may be in the single room in [PERSON] with her boyfriend Greyson flint,"I understand that you are in a situation where you are in fear for your safety.
",We'll check their rooms.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She may be in the single room in [PERSON] with her boyfriend Greyson flint
Dispatcher:",[],,7,DrugsAlcohol
Is she okay?,"She's okay. 
",I,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She may be in the single room in [PERSON] with her boyfriend Greyson flint
Dispatcher: We'll check their rooms. 
 User: He’s on the first floor of [PERSON] in the first single room
Dispatcher: Okay. Thank you. 
 User: Let me know if you can’t find her
Dispatcher: She's not in her room. We're checking [ORG]'s room now. 
 User: Thank you
Dispatcher: They've located her. 
 User: Is she okay?
Dispatcher:","[['She may be in the single room in [PERSON] with her boyfriend Greyson flint', ""We'll check their rooms.""], ['He’s on the first floor of [PERSON] in the first single room', 'Okay. Thank you.'], ['Let me know if you can’t find her', ""She's not in her room. We're checking [ORG]'s room now.""], ['Thank you', ""They've located her.""]]",,15,DrugsAlcohol
They’re in the lobby,"Hello, how can I help you?
",Thank you very much,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They’re in the lobby
Dispatcher:",[],,9,DrugsAlcohol
Can’t see him now.,"I’ll send someone over.
",ok thank you we are sending someone to the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Can’t see him now.
Dispatcher:",[],,4,DrugsAlcohol
For [ORG],"For [ORG]
",Thank you. Do you want to meet with officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: For [ORG]
Dispatcher:",[],,7,DrugsAlcohol
The [ORG] is calling to tell him where to meet,"Okay, we will send an officer to meet with you. 
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG]’s said they did not see them on the floor when they checked
Dispatcher: Okay, can you give me further descriptions of them. What was the race/build/hair type or color of the person in the red flannel? Same for the person in the white and blue jacket? 
 User: Black hair on both. The one with the beanie had a beard and was middle eastern he was shorter and had a medium build. The man with the flannel was [NORP] skinny and taller no facial hair.
Dispatcher: Thank you, we have officers heading to the area. Did you want to speak with an officer directly? 
 User: No we talked we’re talking with [ACRONYM]’s currently
Dispatcher: Is there a location my officer can meet with you? 
 User: The [ORG] is calling to tell him where to meet
Dispatcher:","[['[ORG]’s said they did not see them on the floor when they checked', 'Okay, can you give me further descriptions of them. What was the race/build/hair type or color of the person in the red flannel? Same for the person in the white and blue jacket?'], ['Black hair on both. The one with the beanie had a beard and was middle eastern he was shorter and had a medium build. The man with the flannel was [NORP] skinny and taller no facial hair.', 'Thank you, we have officers heading to the area. Did you want to speak with an officer directly?'], ['No we talked we’re talking with [ACRONYM]’s currently', 'Is there a location my officer can meet with you?']]",,11,DrugsAlcohol
Blue shirt back reads parents weekend and fraternity name. I have another picture but I don't know how to upload it,"Okay, we are on the way. 
","That's okay, I have given them the update","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: # white males
Dispatcher: We will send someone over, thank you. 
 User: Blue shirt and grey shirt just finished their cigarettes. Walked into the library lower level.
Dispatcher: Okay, we are on the way. 
 User: Blue shirt back reads parents weekend and fraternity name. I have another picture but I don't know how to upload it
Dispatcher:","[['# white males', 'We will send someone over, thank you.'], ['Blue shirt and grey shirt just finished their cigarettes. Walked into the library lower level.', 'Okay, we are on the way.']]",,9,DrugsAlcohol
*underage,"*police
","Thank you for using LiveSafe. Have you contacted the [GPE] on-duty? Normally, the [GPE] is contacted and then if the [ORG] are needed, they will respond.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *underage
Dispatcher:",[],,1,DrugsAlcohol
After you guys search his room and what not I won’t have to testify at anything right?,"No you won’t.
",Thank you for the information we will take it from here.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: After you guys search his room and what not I won’t have to testify at anything right?
Dispatcher:",[],,6,DrugsAlcohol
Thank you,"you’re welcome
",you're welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I can let someone in but I’d like to stay anonymous
Dispatcher: ok, they are at the bldg. now 
 User: Thank you
Dispatcher:","[['I can let someone in but I’d like to stay anonymous', 'ok, they are at the bldg. now']]",,8,DrugsAlcohol
His office is right outside the conference room as well as mine. We sit next to one another.,"Hello, this is the dispatcher.
",Thank you for the information. We will send an officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: His office is right outside the conference room as well as mine. We sit next to one another.
Dispatcher:",[],,4,DrugsAlcohol
But on craver road,"Okay, so you're on craver road
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But on craver road
Dispatcher:",[],,3,DrugsAlcohol
Yes,"Thank you!
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes I do!
Dispatcher: Can you screenshot a picture of his instagram? 
 User: Yes I can! I'm just not sure how to send the picture on here to you. There's no option to attach a picture
Dispatcher: Can you send another [PERSON] tip with the new picture attached? 
 User: Yes
Dispatcher:","[['Yes I do!', 'Can you screenshot a picture of his instagram?'], [""Yes I can! I'm just not sure how to send the picture on here to you. There's no option to attach a picture"", 'Can you send another [PERSON] tip with the new picture attached?']]",,13,DrugsAlcohol
Addendum: Roommate not currently present.,"Addendum: Roommate not currently present.
",notify us when she returns,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Addendum: Roommate not currently present.
Dispatcher:",[],,1,DrugsAlcohol
No. I just called university police and sent a tip via livesafe.,"You can call the [NORP] if you want to.
","Okay I don't know what [PERSON] wanted us to do because he did not leave us a not on what he wanted to do, I will however make a note of it.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I was told to contact you when she got back to the apartment
Dispatcher: Did you report it to the [NORP] before you did police? 
 User: No. I just called university police and sent a tip via livesafe.
Dispatcher:","[['I was told to contact you when she got back to the apartment', 'Did you report it to the [NORP] before you did police ?']]",,18,DrugsAlcohol
Near rooms #### and ####,"What's the problem?
",Thank you very much for letting us know. Would you consider letting us know who you are so we can talk with to get more information?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Near rooms #### and ####
Dispatcher:",[],,5,DrugsAlcohol
Blessing ###!,"Hello, Blessing. How can I help you?
","can you give me the location of where it is kept, how much weed is in the room and who it belongs to if you know","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Blessing ###!
Dispatcher:",[],,1,DrugsAlcohol
Sophomore,"Dispatcher
",Okay. Thanks for letting us know. I'll pass your message on to an officer.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Sophomore
Dispatcher:",[],,3,DrugsAlcohol
okay thank you so much,"you're welcome
",No problem at all.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: the building where you can go do laundry and stuff
Dispatcher: [WEBSITE] to the entrance that faces [FAC]. 
 User: okie dokie i[ORG] coming
Dispatcher: [ACRONYM]....just come in the lobby and I will have an officer come speak to you and see what can be done. 
 User: okay thank you so much
Dispatcher:","[['the building where you can go do laundry and stuff', '[WEBSITE] to the entrance that faces [FAC].'], ['okie dokie i[ORG] coming', '[ACRONYM]....just come in the lobby and I will have an officer come speak to you and see what can be done.']]",,8,DrugsAlcohol
Could be [NORP] or [NORP],"Is the subj armed? 
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He has short beard his hair is in a ponytail he has a grey backpack
Dispatcher: What race is the subj? 
 User: Could be [NORP] or [NORP]
Dispatcher:","[['He has short beard his hair is in a ponytail he has a grey backpack', 'What race is the subj?']]",,5,DrugsAlcohol
Yes it is shaw Hall,"Yes it is shaw Hall
",[ACRONYM]. We will send an officer as soon as we have someone availabl.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes it is shaw Hall
Dispatcher:",[],,3,DrugsAlcohol
there are roughly #-## people,"Please tell me what happened.
",You're absolutely good to go to the [PERSON]. Thanks for the updated information.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: there are roughly #-## people
Dispatcher:",[],,6,DrugsAlcohol
I[PERSON] pretty sure she is still there but I[PERSON] not ###% positive,"Alright, so you are in the parking lot and you can see her in the store?
",Do you want to meet with an officer? Does the room smell like marijuana at present?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[PERSON] pretty sure she is still there but I[PERSON] not ###% positive
Dispatcher:",[],,11,DrugsAlcohol
Male,"Is the subject wearing a hat?
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The officer passed right hand side and went to the left hand side
Dispatcher: Is the subject a male or a female? What color clothing do they have on? 
 User: Male
Dispatcher:","[['The officer passed right hand side and went to the left hand side', 'Is the subject a male or a female? What color clothing do they have on?']]",,15,DrugsAlcohol
I think it's too late. He might already put the cigarette away,"Can you describe the person?
",Can you please flag them down so they can locate and speak with the subject?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Curly*
Dispatcher: Will you please meet with our officers? 
 User: I think it's too late. He might already put the cigarette away
Dispatcher:","[['Curly*', 'Will you please meet with our officers?']]",,28,DrugsAlcohol
The apartments are in between #/## and [FAC]. Directly next to #/##.,"OK. What's the problem?
","Okay, thank you. Officers are on the way.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The apartments are in between #/## and [FAC]. Directly next to #/##.
Dispatcher:",[],,3,DrugsAlcohol
"I[ORG] not sure their address, but I[ORG] at #### Orchard Ave, they were at the house just north of mine","Thank you. Have a goodnight. 
",Thank you for the udate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I couldn’t see them, I just heard them
Dispatcher: Thank you. Have a goodnight. 
 User: I[ORG] not sure their address, but I[ORG] at #### Orchard Ave, they were at the house just north of mine
Dispatcher:","[['I couldn’t see them, I just heard them', 'Thank you. Have a goodnight.']]",,6,DrugsAlcohol
Thank you for replying. I'd simply like to know if I need to get more involved in order for this incident to be caught: for now I want to keep anonymity and hope [ORG] can resolve it. I do not want [PERSON] or any of his friends or frat brothers to know I tipped the police.,"I understand. I can tell you that the officers did respond to the call and took a report. If you would like to call into the dispatch center and leave a name and number, i can have someone get back in regards to this. 
","If you become aware of the subject actively using drugs, or detect the smell of marijuana again, please let us know through [ORG].","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Do you know if things have been followed up on?
Dispatcher: Thank you for reaching out to us in regards to this complaint. There was a different shift working that night, so i do not have all the details. I can tell you that officers were dispatched to the complaint, other than that i'm not sure what happened afterwards. If you would like to call into the dispatch center and leave a name and number, i can have someone get back in regards to this. 
 User: Thank you for replying. I'd simply like to know if I need to get more involved in order for this incident to be caught: for now I want to keep anonymity and hope [ORG] can resolve it. I do not want [PERSON] or any of his friends or frat brothers to know I tipped the police.
Dispatcher:","[['Do you know if things have been followed up on?', ""Thank you for reaching out to us in regards to this complaint. There was a different shift working that night, so i do not have all the details. I can tell you that officers were dispatched to the complaint, other than that i'm not sure what happened afterwards. If you would like to call into the dispatch center and leave a name and number, i can have someone get back in regards to this.""]]",,10,DrugsAlcohol
"Would I be able to remain anonymous? As I've said, for personal safety I do not want [PERSON] nor any of his friends to know I spoke to the police","If you wish to remain anonymous, that can be discussed with an officer when you come in. Thank you
","Yes, that will all be discussed with the officer when you speak with them.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If I came to the headquarters, would [ACRONYM] keep my identity hidden?
Dispatcher: Yes that can be discussed with an officer, when you come in. Thank you 
 User: Ok. I have given you all the information you need to know though: illegal use and selling of drugs inside [GPE] [ACRONYM] by [PERSON]. I will consider coming in for a follow up.
Dispatcher: If possible, an officer would like to speak with you in reference to this report for further investigation. Are you willing to come in and speak with an officer? 
 User: Would I be able to remain anonymous? As I've said, for personal safety I do not want [PERSON] nor any of his friends to know I spoke to the police
Dispatcher:","[['If I came to the headquarters, would [ACRONYM] keep my identity hidden?', 'Yes that can be discussed with an officer, when you come in. Thank you'], ['Ok. I have given you all the information you need to know though: illegal use and selling of drugs inside [GPE] [ACRONYM] by [PERSON]. I will consider coming in for a follow up.', 'If possible, an officer would like to speak with you in reference to this report for further investigation. Are you willing to come in and speak with an officer?']]",,19,DrugsAlcohol
No she is not.,"I'm sorry to hear that.
",Okay all information is being passed on to the officers. Do she keep a stash in the room?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No she is not.
Dispatcher:",[],,9,DrugsAlcohol
Ok thank you. Will I be posted on if the situation will be dealt with?,"Yes you will be notified
","you are more than welcome to inquire with the reporting officer, but we will not keep you posted of the situation.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I know if you walk in the room there may be a plastic wrap over her smoke detector. But she over heard me tell my mom I was going to report her so she may have removed it
Dispatcher: okay we appreciate all information and thank you for coming forth the officers will handle the situation. feel free to share any further information. Thank you for using livesafe. 
 User: How do I submit the conversation where I asked her to do something about the smell?
Dispatcher: It should work the same way you did for the media photos 
 User: It won't allow me to add on to what's already submitted
Dispatcher: You could give it to the officer 
 User: Ok thank you. Will I be posted on if the situation will be dealt with?
Dispatcher:","[['I know if you walk in the room there may be a plastic wrap over her smoke detector. But she over heard me tell my mom I was going to report her so she may have removed it', 'okay we appreciate all information and thank you for coming forth the officers will handle the situation. feel free to share any further information . Thank you for using livesafe.'], ['How do I submit the conversation where I asked her to do something about the smell?', 'It should work the same way you did for the media photos'], [""It won't allow me to add on to what's already submitted"", 'You could give it to the officer']]",,18,DrugsAlcohol
Hello may I get the email of the officer who I spoke to last night,"yes you can get it from ## 
",[ACRONYM] you have the [ORG] name,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: ## In rams #
Dispatcher: okay approximately how long will it be before you arrive 
 User: ## minutes
Dispatcher: okay thank you, he will be waiting. 
 User: Hello I am here
Dispatcher: okay he is coming by room ## 
 User: Hello may I get the email of the officer who I spoke to last night
Dispatcher:","[['## In rams #', 'okay approximately how long will it be before you arrive'], ['## minutes', 'okay thank you , he will be waiting.'], ['Hello I am here', 'okay he is coming by room ##']]",,29,DrugsAlcohol
Like the people in the room,"Like the people in the room
",ok how many people are there,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Like the people in the room
Dispatcher:",[],,5,DrugsAlcohol
In case you needed that information.,"I am glad you called.
",Okay and thank you once again.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: In case you needed that information.
Dispatcher:",[],,7,DrugsAlcohol
Please send someone soon. It’s getting worse.,"We’re on our way.
",Someone is on the way.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please send someone soon. It’s getting worse.
Dispatcher:",[],,9,DrugsAlcohol
I did not.,"I'm sorry to hear that.
","Ok. Thanks, for letting us know. Have a nice day!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I did not.
Dispatcher:",[],,4,DrugsAlcohol
"Never mind they just left, I'll let you know if she comes back later tonight","Is there anything else you can tell me about her?
","Okay, no problem. We can send Officers back over there whenever she comes back.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Is there a way to make it seem like it wasn't me that said something? Like is there another scenario to use that wouldn't involve me?
Dispatcher: The [ORG] can advise that they received an anonymous tip. 
 User: Never mind they just left, I'll let you know if she comes back later tonight
Dispatcher:","[[""Is there a way to make it seem like it wasn't me that said something? Like is there another scenario to use that wouldn't involve me?"", 'The [ORG] can advise that they received an anonymous tip.']]",,14,DrugsAlcohol
They’re not using it right now but they have,"I’m sorry, I can’t hear you.
",At this time would you like to provide a name and location of the user?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They’re not using it right now but they have
Dispatcher:",[],,11,DrugsAlcohol
