instruction,response,output,prompt,history,summary,his_len,type
Ah okay :),"[PERSON] está en el lobby. 
",En un momento acuden.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: :)
Dispatcher: Puede acudir al lobby del [ACRONYM], con el oficial [PERSON]. 
 User: [GPE] es el oficial de seguridad aquí o en donde lo encuentro?
Dispatcher: Vamos a informar al oficial [PERSON] para que acuda al lobby con usted 
 User: Ah okay :)
Dispatcher:","[[':)', 'Puede acudir al lobby del [ACRONYM], con el oficial [PERSON].'], ['[GPE] es el oficial de seguridad aquí o en donde lo encuentro?', 'Vamos a informar al oficial [PERSON] para que acuda al lobby con usted']]",,7,EmergencyMessage
How do I send more pictures?,"You can send more pictures by pressing the ""+"" button on the top right corner of the screen.
",I'm not sure. Let me find out and I'll let you know.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: How do I send more pictures?
Dispatcher:",[],,8,EmergencyMessage
Any updates?,"No, sir.
",Thank you for using [PERSON]. We are unable to release any information regarding cases unless a police report has been filed.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Any updates?
Dispatcher:",[],,4,EmergencyMessage
No it was too dark outside :/,"I see. Do you know the license plate number? 
","okay, thank you for using our LiveSafe [ACRONYM]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Now I'm in a free lyft on my way home
Dispatcher: Thank you for contacting us Kathryn. I am [PERSON] at [ORG]. Did you need us to meet with you? 
 User: No I'm totally fine I just wanted you to have the license plate number
Dispatcher: Did you happen to see the driver, so we could provide officers with a description 
 User: No it was too dark outside :/
Dispatcher:","[[""Now I'm in a free lyft on my way home"", 'Thank you for contacting us Kathryn. I am [PERSON] at [ORG]. Did you need us to meet with you?'], [""No I'm totally fine I just wanted you to have the license plate number"", 'Did you happen to see the driver, so we could provide officers with a description']]",,6,EmergencyMessage
They almost here there leaving,"OK. I'm going to need you to tell me what happened.
",Units have been dispatched to the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They almost here there leaving
Dispatcher:",[],,4,EmergencyMessage
Okay sure.,"Can you tell me where you are?
","[ACRONYM], I [ACRONYM], [ACRONYM] [ACRONYM] [ACRONYM] STANDING [ACRONYM] [ACRONYM] LAUREL...","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Okay sure.
Dispatcher:",[],,5,EmergencyMessage
Cats,"is it dead or alive? 
",are you having an issue with the cats or do you just see them on campus?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User:?
Dispatcher: what kind of animal? 
 User: Cats
Dispatcher:","[['?', 'what kind of animal?']]",,3,EmergencyMessage
I think they both had glasses on,"They both had glasses on?
",We have officers looking in the area. Please let us know if you have any further information. Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I think they both had glasses on
Dispatcher:",[],,7,EmergencyMessage
Thank you,"You're welcome. 
",HE IS OUTSIDE,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *Yes, I can meet the officer out front
Dispatcher: [ACRONYM]-[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] 
 User: Thank you
Dispatcher:","[['*Yes, I can meet the officer out front', '[ACRONYM]-[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]']]",,5,EmergencyMessage
"I[ORG] not, I walked to my room. Do I need to go back?","No, you can go back to your room. 
",Was he in front of the [ORG] building on Watt way?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was liking around very suspicious
Dispatcher: Are you still there? The officers are their and dont see anyone? 
 User: I[ORG] not, I walked to my room. Do I need to go back?
Dispatcher:","[['He was liking around very suspicious', 'Are you still there? The officers are their and dont see anyone?']]",,11,EmergencyMessage
No thank you,"Ok. Have a good day.
","Ok thank you, if you need any more assistance call ###","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It was just a single sound that vibrated
Dispatcher: Ok [ORG] has been made aware. Do you need anymore police contact? 
 User: No thank you
Dispatcher:","[['It was just a single sound that vibrated', 'Ok [ORG] has been made aware. Do you need anymore police contact?']]",,6,EmergencyMessage
Thank you so much! Have a happy thanksgiving!!,"You too.
",You are welcome and you have a happy Thanksgiving also. The officer is there now.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The shuttle probably won’t come until ## after so I have some time but not much
Dispatcher: Wait for him out back of [ORG] he will be there in about # minute. 
 User: Thank you so much! Have a happy thanksgiving!!
Dispatcher:","[['The shuttle probably won’t come until ## after so I have some time but not much', 'Wait for him out back of [ORG] he will be there in about # minute.']]",,8,EmergencyMessage
Please,"Hello, my name is Dispatcher. How can I help you?
",Please make your way to that location,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please
Dispatcher:",[],,7,EmergencyMessage
I'm wearing a white lab coat in the waiting room,"Please stand up and walk to the front desk
",ok very good. thank you very much,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I'm wearing a white lab coat in the waiting room
Dispatcher:",[],,13,EmergencyMessage
On the desk that you see as soon as you walk in,"Hello, this is the police department. How can I help you?
","The only way we could retrieve property is if it is a criminal offense and it would have to be placed into property and evidence, which is a process for you to be able to get them back from us. I can ask the security guard that is on duty to see if they can hold onto them for you. Let me check","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: On the desk that you see as soon as you walk in
Dispatcher:",[],,5,EmergencyMessage
No I'm not coming to the office.,"Okay, I'll send an officer to your home.
",what hall are you in,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No I'm not coming to the office.
Dispatcher:",[],,7,EmergencyMessage
No. I'm going to church,"ok.. I will send you a message on your cell phone
",ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No I'm not coming to the office.
Dispatcher: what hall are you in 
 User: [PERSON]
Dispatcher: please send your number for mr. Joy 
 User: What number my cell number
Dispatcher: yes.. and room number 
 User: ########## and ###,
Dispatcher: thanks.... you not coming too the office right 
 User: No. I'm going to church
Dispatcher:","[[""No I'm not coming to the office."", 'what hall are you in'], ['[PERSON]', 'please send your number for mr. Joy'], ['What number my cell number', 'yes.. and room number'], ['########## and ###,', 'thanks.... you not coming too the office right']]",,15,EmergencyMessage
I believe the door closest the kitchen,"Do you have the address?
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe the door closest the kitchen
Dispatcher:",[],,4,EmergencyMessage
Men,"Alright, is the room ## the first floor or the second floor 
",Thank you the officers are there now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And oftenly prop their window open. There has been smoking complaints by their neighboring rooms because of the smell coming through the ventilation.
Dispatcher: We will get some one over, thank you 
 User: Thank you.
Dispatcher: Is room ### the men or girls side 
 User: Men
Dispatcher:","[['And oftenly prop their window open. There has been smoking complaints by their neighboring rooms because of the smell coming through the ventilation.', 'We will get some one over, thank you'], ['Thank you.', 'Is room ### the men or girls side']]",,5,EmergencyMessage
Didn't see anybody,"I'm sorry to hear that.
",Can you safely leave the building?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Didn't see anybody
Dispatcher:",[],,6,EmergencyMessage
He is also carrying a black bag,"ok, we will officers to check are and thank you for contacting dps 
",ok thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He is cursing and messing with students in line
Dispatcher: ok, we will officers to check are and thank you for contacting dps 
 User: Thank you
Dispatcher: thank you 
 User: He is also carrying a black bag
Dispatcher:","[['He is cursing and messing with students in line', 'ok, we will officers to check are and thank you for contacting dps'], ['Thank you', 'thank you']]",,13,EmergencyMessage
"The car? Not in the last minute, but relatively recently I heard it, but it was farther off sounding","Ok, you're saying that you heard the car sounding further off?
",Do you need to meet with officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The car? Not in the last minute, but relatively recently I heard it, but it was farther off sounding
Dispatcher:",[],,10,EmergencyMessage
We can meet him/her at [PERSON] if need be,"We will be there in a few minutes.
",No Laurel is find,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: We can meet him/her at [PERSON] if need be
Dispatcher:",[],,4,EmergencyMessage
I just got off the phone with my mom and she said she would like to pick me up from the hospital.,"Okay, I'll need to know the name of the hospital and your mother's name.
",Okay! Thank you for letting us know.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just got off the phone with my mom and she said she would like to pick me up from the hospital.
Dispatcher:",[],,10,EmergencyMessage
If you wish I can try ordering myself one,"Sure.
",They should give you a call once they arrive whats you number,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If you wish I can try ordering myself one
Dispatcher:",[],,6,EmergencyMessage
Sorry for that.,"Don't worry about it.
",No problem. As long as you weren't needing any help.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Sorry for that.
Dispatcher:",[],,6,EmergencyMessage
Shaved head,"Female
",which direction is he going,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Shaved head
Dispatcher:",[],,4,EmergencyMessage
Bottom floor side by the service spots,"What is the problem?
",Did you see what they looked like?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Bottom floor side by the service spots
Dispatcher:",[],,4,EmergencyMessage
It is in row #,"I am here to help you.
","Hello, this is campus police. I have an officer who will be checking this out momentarily. Thank you for the info","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It is in row #
Dispatcher:",[],,1,EmergencyMessage
I[ORG] sorry for the inconvenience,"I[ORG] what's going on?
",You don't need the officerf?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] sorry for the inconvenience
Dispatcher:",[],,11,EmergencyMessage
Others might test as well,"Others might test as well
",Glad you downloaded it...hope [PERSON] is explaining it well...call if any questions,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Others might test as well
Dispatcher:",[],,3,EmergencyMessage
But they are much quieter now,"That's good.
",On which side or closest to which apartment.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But they are much quieter now
Dispatcher:",[],,10,EmergencyMessage
"I am in a silver dodge [PERSON], I am in the general lot by the recreation center, close to one of the lot entrances. I can stand out by the truck so the officer will see me.","Thank You. We will send an officer to you.
",Thank you very much I have an officer enroute to you now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It was not my vehicle that was hit, I just saw it happen.
Dispatcher: Ok, is it possible if we can get an officer to you to file a report and get information? 
 User: Yes I am still in the parking lot.
Dispatcher: Thank You. What vehicle are you in and what area of the parking lot should we send the officer to? 
 User: I am in a silver dodge [PERSON], I am in the general lot by the recreation center, close to one of the lot entrances. I can stand out by the truck so the officer will see me.
Dispatcher:","[['It was not my vehicle that was hit, I just saw it happen.', 'Ok, is it possible if we can get an officer to you to file a report and get information?'], ['Yes I am still in the parking lot.', 'Thank You. What vehicle are you in and what area of the parking lot should we send the officer to?']]",,7,EmergencyMessage
Okay thank you so much. I[ORG] not sure why my phone/app doesn’t get the updates. I appreciate you!,"You’re welcome. We’re here to help.
",You are welcome.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Are there any updates? I’ve heard a rumor that there was an update but nothing has come through my phone or app so I just wanted to confirm
Dispatcher: An update was sent out. The van and driver were located and identified. 
 User: Okay thank you so much. I[ORG] not sure why my phone/app doesn’t get the updates. I appreciate you!
Dispatcher:","[['Are there any updates? I’ve heard a rumor that there was an update but nothing has come through my phone or app so I just wanted to confirm', 'An update was sent out. The van and driver were located and identified.']]",,7,EmergencyMessage
"Alright, thank you.","You're welcome.
","No problem, we are here to assist you if you have any further questions. Have a Great night Ms. [PERSON].","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just letting you know, I haven’t received an email back from my professor yet. I[ORG] supposed to go on a field trip for his class tomorrow, should I not go?
Dispatcher: Thank you for contacting [ORG]. Ms. [PERSON] the decision is up to you on whether you should attend or not. If you don't feel comfortable you should re-think attending. Ultimately, it's based on how you feel in that environment. 
 User: Alright, thank you.
Dispatcher:","[['Just letting you know, I haven’t received an email back from my professor yet. I[ORG] supposed to go on a field trip for his class tomorrow, should I not go?', ""Thank you for contacting [ORG]. Ms. [PERSON] the decision is up to you on whether you should attend or not. If you don't feel comfortable you should re-think attending. Ultimately, it's based on how you feel in that environment.""]]",,11,EmergencyMessage
Yes I[PERSON] available where do I meet the officer,"I'm sorry to hear that. I'm dispatcher [DISPATCHER] from the [DEPARTMENT]. I'll be glad to help you.
","we can come to you, or you can come to the dps lobby. which is better for you?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes I[PERSON] available where do I meet the officer
Dispatcher:",[],,4,EmergencyMessage
Thank you!,"You are welcome.
","You're welcome. If you have anything further, you may notify [PERSON] campus police directly at (###) ###-####","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was walking around the room looking.
Dispatcher: Ok Ive Already Notified the Lambuth Campus Officer to look out for him in the area of the cafe. 
 User: Thank you!
Dispatcher:","[['He was walking around the room looking.', 'Ok Ive Already Notified the Lambuth Campus Officer to look out for him in the area of the cafe.']]",,5,EmergencyMessage
"I just wanted to ask and see if that was a service that could be provided, I[PERSON] just afraid I’ll pass out. But I think I can make it to the health center.","Okay, we’ll send an ambulance to the health center.
",Okay they are open and do have pain meds we just can't assist in a wheelchair. You can catch the blue line its on the route to Health center and near the bookstore entrance,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just wanted to ask and see if that was a service that could be provided, I[PERSON] just afraid I’ll pass out. But I think I can make it to the health center.
Dispatcher:",[],,4,EmergencyMessage
f#####z,"Okay. Please provide your friend's [ACRONYM] and the reason why you are calling. 
",Okay. Please wait on the side facing The [GPE].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please
Dispatcher: Yes. What is your friend's [ACRONYM]? 
 User: f#####z
Dispatcher:","[['Please', ""Yes. What is your friend's [ACRONYM]?""]]",,4,EmergencyMessage
"Also, if it matters, his shorts are green camouflage but have an [NORP] flag pocket","We're going to need a little more information than that.
","Ok, thank you.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Also, if it matters, his shorts are green camouflage but have an [NORP] flag pocket
Dispatcher:",[],,15,EmergencyMessage
Please,"Hello, what can I do for you?
",Please call ### #### for a safe ride. Thank you Officer Flad,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please
Dispatcher:",[],,3,EmergencyMessage
"i[ORG] not sure, but it[ORG] not the percussion rooms. He plays saxophone and piano, he[ORG] always in one of those rooms","What was he wearing? 
",Officers are in the building now. They are checking all the practice rooms.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Please hurry, i don’t know what he’s doing right now
Dispatcher: Officers are on their way. Do you know what he did to harm himself? 
 User: No, all he did was tell me “I self harmed”
Dispatcher: Do you know which practice room? 
 User: i[ORG] not sure, but it[ORG] not the percussion rooms. He plays saxophone and piano, he[ORG] always in one of those rooms
Dispatcher:","[['Please hurry, i don’t know what he’s doing right now', 'Officers are on their way. Do you know what he did to harm himself?'], ['No, all he did was tell me “I self harmed”', 'Do you know which practice room?']]",,7,EmergencyMessage
In front of the lab,"Can you see the lab from where you are?
","okay, we'll send an officer to try to assist you","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Level #
Dispatcher: are you in front of the lab or at the main entrance? 
 User: In front of the lab
Dispatcher:","[['Level #', 'are you in front of the lab or at the main entrance?']]",,5,EmergencyMessage
I continued and am now in my office. If they'd like to speak to me my name is [PERSON] phone us ###-###-####,"thank you for your help.
","Ok, thank you [PERSON]. Officers are responding.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [PERSON]a little strange, feel uncomfortable walking near
Dispatcher: can you tell me the location where you see him 
 User: Corner of [ORG], by [GPE]'s
Dispatcher: we will send officers to the area. Are you at this location also? would you like to speak with an officer, please give you name and a contact number 
 User: I continued and am now in my office. If they'd like to speak to me my name is [PERSON] phone us ###-###-####
Dispatcher:","[['[PERSON]a little strange, feel uncomfortable walking near', 'can you tell me the location where you see him'], [""Corner of [ORG], by [GPE]'s"", 'we will send officers to the area. Are you at this location also? would you like to speak with an officer, please give you name and a contact number']]",,5,EmergencyMessage
"Just found out the advisor’s name is ben osterhaus, although I am not sure of the spelling","Hello, this is dispatcher, how may I help you?
",Thanks for using live safe and I will pass your concerns along!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Just found out the advisor’s name is ben osterhaus, although I am not sure of the spelling
Dispatcher:",[],,1,EmergencyMessage
C complex,"A complex
","Correct, which building in [ORG]? [GPE], [PERSON], [PERSON], or [GPE]?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: C complex
Dispatcher:",[],,4,EmergencyMessage
# guys,"# ladies
",Do you mean there were # males total? can you give me a description of them?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: # guys
Dispatcher:",[],,15,EmergencyMessage
She’s the driver of the vehicle,"Hello, this is the police department. How can I help you?
","and can you provide a better location, we have officers in the area and they are unable to locate her","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She’s the driver of the vehicle
Dispatcher:",[],,12,EmergencyMessage
Hi again. Do you have a sense of the timeline? Still without power. Thanks!,"We're sorry to hear that. Can you tell me where you are located?
",Nothing yet,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hi again. Do you have a sense of the timeline? Still without power. Thanks!
Dispatcher:",[],,3,EmergencyMessage
"Sure, should I come to you right now?","Sure. We are located in the basement of the Student Center.
",We can also send an officer to you if you would like?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: From the temperature of the dryer I suspect it happened around #:##pm
Dispatcher: Ok. I am sorry to hear that happened to you. Would you like to come into our office on campus to file a theft report and meet with officers about what happened? 
 User: Sure, should I come to you right now?
Dispatcher:","[['From the temperature of the dryer I suspect it happened around #:##pm', 'Ok. I am sorry to hear that happened to you. Would you like to come into our office on campus to file a theft report and meet with officers about what happened?']]",,6,EmergencyMessage
It's a yellow line I think,"I'm not sure what you mean by yellow line, can you be more specific?
",Thank you,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It's stopped now
Dispatcher: We have an officer at the light rail right now, he will check on it 
 User: It's a yellow line I think
Dispatcher:","[[""It's stopped now"", 'We have an officer at the light rail right now, he will check on it']]",,5,EmergencyMessage
*now,"*now
",So you do not not need a police escort?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *now
Dispatcher:",[],,6,EmergencyMessage
Thank you,"You're welcome.
","No problem, have a good evening.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you
Dispatcher:",[],,7,EmergencyMessage
Apt ###,"Dispatcher ###
","Did you see the person? If so, provide a description and where in the apt did you see him/her?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Apt ###
Dispatcher:",[],,3,EmergencyMessage
Yes,"ok, you're safe. 
","ok, officers are on scene.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Apt ###
Dispatcher: are you still in your bedroom? 
 User: Yes
Dispatcher:","[['Apt ###', 'are you still in your bedroom?']]",,22,EmergencyMessage
The app sucks every time I can’t get back,"ok, thanks info given to the officers 
",do you feel comfortable calling in?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Walk to the most ledft
Dispatcher: in the front middle or to the rear? 
 User: Of third floor
Dispatcher: ok, thanks info given to the officers 
 User: The app sucks every time I can’t get back
Dispatcher:","[['Walk to the most ledft', 'in the front middle or to the rear?'], ['Of third floor', 'ok, thanks info given to the officers']]",,33,EmergencyMessage
Thank you,"Stay inside your room and dont open the door for anyone
","officers are requesting you to open your front door, they are standing by","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I can hear
Dispatcher: officers are making entry inside your apt, stay inside your room 
 User: Thank you
Dispatcher:","[['I can hear', 'officers are making entry inside your apt, stay inside your room']]",,51,EmergencyMessage
At the bus stop,"Hi, how can I help you?
",Great thanks for using our app!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: At the bus stop
Dispatcher:",[],,5,EmergencyMessage
She had talked to a couple students in the center and had bothered them also,"You're right, it's not a good idea to bother students in the center.
",can i get a race please,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She had talked to a couple students in the center and had bothered them also
Dispatcher:",[],,3,EmergencyMessage
